name,value,year,lastValue,rank
"Transvestism",1.0,1947.0,0.0,40
"Alcoholism",305.0,1948.0,205.0,1
"Schizophrenia",250.0,1948.0,159.0,2
"Depression",211.0,1948.0,161.0,3
"Pellagra",97.0,1948.0,74.0,4
"Conversion Disorder",74.0,1948.0,51.0,5
"Aphasia",70.0,1948.0,51.0,6
"Stuttering",46.0,1948.0,27.0,7
"Bipolar Disorder",45.0,1948.0,41.0,8
"Neurocirculatory Asthenia",44.0,1948.0,36.0,9
"Dementia",31.0,1948.0,22.0,10
"Delirium",30.0,1948.0,22.0,11
"Amnesia",24.0,1948.0,17.0,12
"Conduct Disorder",24.0,1948.0,17.0,13
"Post-Traumatic Stress Disorder",21.0,1948.0,16.0,14
"Alzheimer Disease",20.0,1948.0,14.0,15
"Morphine Dependence",20.0,1948.0,15.0,16
"Anorexia Nervosa",15.0,1948.0,6.0,17
"Agnosia",14.0,1948.0,8.0,18
"Sexual Dysfunctions",12.0,1948.0,11.0,19
"Exhibitionism",11.0,1948.0,7.0,20
"Psychoses Substance-Induced",10.0,1948.0,6.0,21
"Mutism",10.0,1948.0,7.0,22
"Dyslexia",10.0,1948.0,5.0,23
"Apraxias",9.0,1948.0,7.0,24
"Tay-Sachs Disease",8.0,1948.0,6.0,25
"Depersonalization",8.0,1948.0,6.0,26
"Masochism",8.0,1948.0,6.0,27
"Hypochondriasis",6.0,1948.0,2.0,28
"Obsessive-Compulsive Disorder",6.0,1948.0,5.0,29
"Gerstmann Syndrome",5.0,1948.0,3.0,30
"Autistic Disorder",4.0,1948.0,3.0,31
"Fetishism (Psychiatric)",4.0,1948.0,3.0,32
"Trichotillomania",4.0,1948.0,3.0,33
"Dyscalculia",3.0,1948.0,1.0,34
"Gambling",3.0,1948.0,2.0,35
"Pica",2.0,1948.0,1.0,36
"Anomia",2.0,1948.0,1.0,37
"Histrionic Personality Disorder",2.0,1948.0,1.0,38
"Agraphia",2.0,1948.0,0.0,39
"Cyclothymic Disorder",1.0,1948.0,0.0,40
"Marijuana Abuse",1.0,1948.0,0.0,41
"Alcoholism",415.0,1949.0,305.0,1
"Schizophrenia",364.0,1949.0,250.0,2
"Depression",259.0,1949.0,211.0,3
"Pellagra",111.0,1949.0,97.0,4
"Aphasia",94.0,1949.0,70.0,5
"Conversion Disorder",90.0,1949.0,74.0,6
"Stuttering",59.0,1949.0,46.0,7
"Bipolar Disorder",56.0,1949.0,45.0,8
"Neurocirculatory Asthenia",52.0,1949.0,44.0,9
"Delirium",39.0,1949.0,30.0,10
"Dementia",38.0,1949.0,31.0,11
"Amnesia",31.0,1949.0,24.0,12
"Alzheimer Disease",27.0,1949.0,20.0,13
"Conduct Disorder",25.0,1949.0,24.0,14
"Morphine Dependence",23.0,1949.0,20.0,15
"Post-Traumatic Stress Disorder",23.0,1949.0,21.0,16
"Anorexia Nervosa",21.0,1949.0,15.0,17
"Dyslexia",17.0,1949.0,10.0,18
"Sexual Dysfunctions",16.0,1949.0,12.0,19
"Apraxias",13.0,1949.0,9.0,20
"Mutism",12.0,1949.0,10.0,21
"Obsessive-Compulsive Disorder",12.0,1949.0,6.0,22
"Exhibitionism",12.0,1949.0,11.0,23
"Psychoses Substance-Induced",11.0,1949.0,10.0,24
"Depersonalization",10.0,1949.0,8.0,25
"Hypochondriasis",9.0,1949.0,6.0,26
"Stereotypic Movement Disorder",6.0,1949.0,4.0,27
"Fetishism (Psychiatric)",6.0,1949.0,4.0,28
"Autistic Disorder",5.0,1949.0,4.0,29
"Gambling",4.0,1949.0,3.0,30
"Agraphia",4.0,1949.0,2.0,31
"Psychoses Alcoholic",2.0,1949.0,1.0,32
"Premature Ejaculation",2.0,1949.0,1.0,33
"Bruxism",1.0,1949.0,0.0,34
"Postpartum Depression",1.0,1949.0,0.0,35
"Echolalia",1.0,1949.0,0.0,36
"Dissociative Identity Disorder",1.0,1949.0,0.0,37
"Sleep Apnea",1.0,1949.0,0.0,38
"Bulimia",1.0,1949.0,0.0,39
"Sadism",1.0,1949.0,0.0,40
"Alcoholism",584.0,1950.0,415.0,1
"Schizophrenia",532.0,1950.0,364.0,2
"Depression",348.0,1950.0,259.0,3
"Pellagra",133.0,1950.0,111.0,4
"Aphasia",129.0,1950.0,94.0,5
"Conversion Disorder",114.0,1950.0,90.0,6
"Bipolar Disorder",97.0,1950.0,56.0,7
"Stuttering",73.0,1950.0,59.0,8
"Neurocirculatory Asthenia",67.0,1950.0,52.0,9
"Dementia",60.0,1950.0,38.0,10
"Delirium",58.0,1950.0,39.0,11
"Amnesia",45.0,1950.0,31.0,12
"Alzheimer Disease",33.0,1950.0,27.0,13
"Conduct Disorder",30.0,1950.0,25.0,14
"Obsessive-Compulsive Disorder",29.0,1950.0,12.0,15
"Anorexia Nervosa",28.0,1950.0,21.0,16
"Psychoses Substance-Induced",27.0,1950.0,11.0,17
"Sexual Dysfunctions",26.0,1950.0,16.0,18
"Post-Traumatic Stress Disorder",25.0,1950.0,23.0,19
"Dyslexia",23.0,1950.0,17.0,20
"Agnosia",22.0,1950.0,14.0,21
"Apraxias",18.0,1950.0,13.0,22
"Hypochondriasis",17.0,1950.0,9.0,23
"Exhibitionism",14.0,1950.0,12.0,24
"Mutism",14.0,1950.0,12.0,25
"Tay-Sachs Disease",13.0,1950.0,8.0,26
"Depersonalization",11.0,1950.0,10.0,27
"Stereotypic Movement Disorder",9.0,1950.0,6.0,28
"Masochism",9.0,1950.0,8.0,29
"Agraphia",8.0,1950.0,4.0,30
"Autistic Disorder",7.0,1950.0,5.0,31
"Gambling",6.0,1950.0,4.0,32
"Trichotillomania",6.0,1950.0,4.0,33
"Gerstmann Syndrome",6.0,1950.0,5.0,34
"Bruxism",4.0,1950.0,1.0,35
"Schizotypal Personality Disorder",4.0,1950.0,1.0,36
"Dyscalculia",4.0,1950.0,3.0,37
"Bulimia",4.0,1950.0,1.0,38
"Histrionic Personality Disorder",3.0,1950.0,2.0,39
"Premature Ejaculation",3.0,1950.0,2.0,40
"Cyclothymic Disorder",3.0,1950.0,1.0,41
"Psychoses Alcoholic",3.0,1950.0,2.0,42
"Creutzfeldt-Jakob Syndrome",2.0,1950.0,1.0,43
"Marijuana Abuse",2.0,1950.0,1.0,44
"Sadism",2.0,1950.0,1.0,45
"Disorders of Excessive Somnolence",2.0,1950.0,1.0,46
"Tobacco Use Disorder",2.0,1950.0,0.0,47
"Postpartum Depression",2.0,1950.0,1.0,48
"Dissociative Identity Disorder",2.0,1950.0,1.0,49
"Pedophilia",1.0,1950.0,0.0,50
"Alcoholism",791.0,1951.0,584.0,1
"Schizophrenia",760.0,1951.0,532.0,2
"Depression",443.0,1951.0,348.0,3
"Aphasia",167.0,1951.0,129.0,4
"Pellagra",160.0,1951.0,133.0,5
"Conversion Disorder",145.0,1951.0,114.0,6
"Bipolar Disorder",135.0,1951.0,97.0,7
"Dementia",93.0,1951.0,60.0,8
"Neurocirculatory Asthenia",92.0,1951.0,67.0,9
"Stuttering",91.0,1951.0,73.0,10
"Delirium",72.0,1951.0,58.0,11
"Amnesia",62.0,1951.0,45.0,12
"Obsessive-Compulsive Disorder",54.0,1951.0,29.0,13
"Alzheimer Disease",50.0,1951.0,33.0,14
"Psychoses Substance-Induced",40.0,1951.0,27.0,15
"Conduct Disorder",40.0,1951.0,30.0,16
"Agnosia",39.0,1951.0,22.0,17
"Dyslexia",37.0,1951.0,23.0,18
"Anorexia Nervosa",36.0,1951.0,28.0,19
"Sexual Dysfunctions",35.0,1951.0,26.0,20
"Post-Traumatic Stress Disorder",30.0,1951.0,25.0,21
"Exhibitionism",25.0,1951.0,14.0,22
"Apraxias",25.0,1951.0,18.0,23
"Morphine Dependence",25.0,1951.0,23.0,24
"Hypochondriasis",23.0,1951.0,17.0,25
"Tay-Sachs Disease",20.0,1951.0,13.0,26
"Mutism",18.0,1951.0,14.0,27
"Depersonalization",16.0,1951.0,11.0,28
"Agraphia",13.0,1951.0,8.0,29
"Masochism",12.0,1951.0,9.0,30
"Autistic Disorder",12.0,1951.0,7.0,31
"Stereotypic Movement Disorder",10.0,1951.0,9.0,32
"Fetishism (Psychiatric)",8.0,1951.0,6.0,33
"Gambling",8.0,1951.0,6.0,34
"Psychoses Alcoholic",8.0,1951.0,3.0,35
"Trichotillomania",7.0,1951.0,6.0,36
"Gerstmann Syndrome",7.0,1951.0,6.0,37
"Cyclothymic Disorder",4.0,1951.0,3.0,38
"Pica",4.0,1951.0,2.0,39
"Kleine-Levin Syndrome",4.0,1951.0,1.0,40
"Echolalia",3.0,1951.0,1.0,41
"Transvestism",3.0,1951.0,1.0,42
"Tobacco Use Disorder",3.0,1951.0,2.0,43
"Sleep Apnea",2.0,1951.0,1.0,44
"Agoraphobia",2.0,1951.0,0.0,45
"Heroin Dependence",1.0,1951.0,0.0,46
"Akinetic Mutism",1.0,1951.0,0.0,47
"Frontotemporal Dementia",1.0,1951.0,0.0,48
"Schizophrenia",1026.0,1952.0,760.0,1
"Alcoholism",1016.0,1952.0,791.0,2
"Depression",604.0,1952.0,443.0,3
"Aphasia",207.0,1952.0,167.0,4
"Pellagra",188.0,1952.0,160.0,5
"Bipolar Disorder",183.0,1952.0,135.0,6
"Conversion Disorder",182.0,1952.0,145.0,7
"Dementia",136.0,1952.0,93.0,8
"Stuttering",114.0,1952.0,91.0,9
"Neurocirculatory Asthenia",107.0,1952.0,92.0,10
"Delirium",93.0,1952.0,72.0,11
"Obsessive-Compulsive Disorder",90.0,1952.0,54.0,12
"Amnesia",78.0,1952.0,62.0,13
"Psychoses Substance-Induced",75.0,1952.0,40.0,14
"Agnosia",65.0,1952.0,39.0,15
"Alzheimer Disease",60.0,1952.0,50.0,16
"Conduct Disorder",59.0,1952.0,40.0,17
"Dyslexia",47.0,1952.0,37.0,18
"Anorexia Nervosa",45.0,1952.0,36.0,19
"Sexual Dysfunctions",43.0,1952.0,35.0,20
"Morphine Dependence",39.0,1952.0,25.0,21
"Post-Traumatic Stress Disorder",35.0,1952.0,30.0,22
"Exhibitionism",33.0,1952.0,25.0,23
"Apraxias",32.0,1952.0,25.0,24
"Tay-Sachs Disease",31.0,1952.0,20.0,25
"Hypochondriasis",30.0,1952.0,23.0,26
"Psychoses Alcoholic",28.0,1952.0,8.0,27
"Depersonalization",21.0,1952.0,16.0,28
"Mutism",21.0,1952.0,18.0,29
"Agraphia",18.0,1952.0,13.0,30
"Autistic Disorder",16.0,1952.0,12.0,31
"Stereotypic Movement Disorder",15.0,1952.0,10.0,32
"Masochism",15.0,1952.0,12.0,33
"Bruxism",13.0,1952.0,4.0,34
"Gambling",10.0,1952.0,8.0,35
"Fetishism (Psychiatric)",10.0,1952.0,8.0,36
"Gerstmann Syndrome",9.0,1952.0,7.0,37
"Trichotillomania",8.0,1952.0,7.0,38
"Schizotypal Personality Disorder",7.0,1952.0,4.0,39
"Bulimia",7.0,1952.0,4.0,40
"Dyscalculia",5.0,1952.0,4.0,41
"Cyclothymic Disorder",5.0,1952.0,4.0,42
"Transvestism",4.0,1952.0,3.0,43
"Tobacco Use Disorder",4.0,1952.0,3.0,44
"Marijuana Abuse",4.0,1952.0,2.0,45
"Attention Deficit Disorder with Hyperactivity",2.0,1952.0,0.0,46
"Schizoid Personality Disorder",1.0,1952.0,0.0,47
"Schizophrenia",1313.0,1953.0,1026.0,1
"Alcoholism",1241.0,1953.0,1016.0,2
"Depression",740.0,1953.0,604.0,3
"Aphasia",245.0,1953.0,207.0,4
"Conversion Disorder",232.0,1953.0,182.0,5
"Bipolar Disorder",224.0,1953.0,183.0,6
"Pellagra",207.0,1953.0,188.0,7
"Dementia",186.0,1953.0,136.0,8
"Obsessive-Compulsive Disorder",135.0,1953.0,90.0,9
"Stuttering",134.0,1953.0,114.0,10
"Neurocirculatory Asthenia",126.0,1953.0,107.0,11
"Delirium",108.0,1953.0,93.0,12
"Psychoses Substance-Induced",107.0,1953.0,75.0,13
"Amnesia",91.0,1953.0,78.0,14
"Agnosia",88.0,1953.0,65.0,15
"Conduct Disorder",80.0,1953.0,59.0,16
"Alzheimer Disease",76.0,1953.0,60.0,17
"Psychoses Alcoholic",61.0,1953.0,28.0,18
"Dyslexia",59.0,1953.0,47.0,19
"Sexual Dysfunctions",54.0,1953.0,43.0,20
"Anorexia Nervosa",54.0,1953.0,45.0,21
"Morphine Dependence",46.0,1953.0,39.0,22
"Apraxias",41.0,1953.0,32.0,23
"Tay-Sachs Disease",41.0,1953.0,31.0,24
"Exhibitionism",39.0,1953.0,33.0,25
"Post-Traumatic Stress Disorder",39.0,1953.0,35.0,26
"Hypochondriasis",37.0,1953.0,30.0,27
"Depersonalization",26.0,1953.0,21.0,28
"Mutism",22.0,1953.0,21.0,29
"Agraphia",21.0,1953.0,18.0,30
"Masochism",20.0,1953.0,15.0,31
"Stereotypic Movement Disorder",20.0,1953.0,15.0,32
"Autistic Disorder",19.0,1953.0,16.0,33
"Fetishism (Psychiatric)",14.0,1953.0,10.0,34
"Gambling",12.0,1953.0,10.0,35
"Gerstmann Syndrome",10.0,1953.0,9.0,36
"Bulimia",8.0,1953.0,7.0,37
"Schizotypal Personality Disorder",8.0,1953.0,7.0,38
"Transvestism",8.0,1953.0,4.0,39
"Dyscalculia",7.0,1953.0,5.0,40
"Pica",6.0,1953.0,4.0,41
"Firesetting Behavior",6.0,1953.0,5.0,42
"Anomia",5.0,1953.0,2.0,43
"Tobacco Use Disorder",5.0,1953.0,4.0,44
"Histrionic Personality Disorder",4.0,1953.0,3.0,45
"Disorders of Excessive Somnolence",4.0,1953.0,2.0,46
"Premature Ejaculation",4.0,1953.0,3.0,47
"Creutzfeldt-Jakob Syndrome",3.0,1953.0,2.0,48
"Attention Deficit Disorder with Hyperactivity",3.0,1953.0,2.0,49
"Dissociative Identity Disorder",3.0,1953.0,2.0,50
"Agoraphobia",3.0,1953.0,2.0,51
"Sadism",3.0,1953.0,2.0,52
"Compulsive Personality Disorder",1.0,1953.0,0.0,53
"Schizophrenia",1628.0,1954.0,1313.0,1
"Alcoholism",1445.0,1954.0,1241.0,2
"Depression",925.0,1954.0,740.0,3
"Aphasia",292.0,1954.0,245.0,4
"Bipolar Disorder",269.0,1954.0,224.0,5
"Conversion Disorder",251.0,1954.0,232.0,6
"Dementia",236.0,1954.0,186.0,7
"Pellagra",223.0,1954.0,207.0,8
"Obsessive-Compulsive Disorder",177.0,1954.0,135.0,9
"Stuttering",156.0,1954.0,134.0,10
"Neurocirculatory Asthenia",147.0,1954.0,126.0,11
"Psychoses Substance-Induced",146.0,1954.0,107.0,12
"Delirium",125.0,1954.0,108.0,13
"Agnosia",108.0,1954.0,88.0,14
"Amnesia",97.0,1954.0,91.0,15
"Alzheimer Disease",94.0,1954.0,76.0,16
"Psychoses Alcoholic",91.0,1954.0,61.0,17
"Conduct Disorder",87.0,1954.0,80.0,18
"Dyslexia",67.0,1954.0,59.0,19
"Anorexia Nervosa",62.0,1954.0,54.0,20
"Sexual Dysfunctions",61.0,1954.0,54.0,21
"Morphine Dependence",56.0,1954.0,46.0,22
"Tay-Sachs Disease",55.0,1954.0,41.0,23
"Hypochondriasis",46.0,1954.0,37.0,24
"Post-Traumatic Stress Disorder",45.0,1954.0,39.0,25
"Apraxias",45.0,1954.0,41.0,26
"Exhibitionism",44.0,1954.0,39.0,27
"Depersonalization",32.0,1954.0,26.0,28
"Mutism",27.0,1954.0,22.0,29
"Autistic Disorder",24.0,1954.0,19.0,30
"Agraphia",23.0,1954.0,21.0,31
"Masochism",22.0,1954.0,20.0,32
"Stereotypic Movement Disorder",21.0,1954.0,20.0,33
"Fetishism (Psychiatric)",17.0,1954.0,14.0,34
"Gambling",15.0,1954.0,12.0,35
"Bruxism",14.0,1954.0,13.0,36
"Transvestism",14.0,1954.0,8.0,37
"Gerstmann Syndrome",12.0,1954.0,10.0,38
"Bulimia",9.0,1954.0,8.0,39
"Schizotypal Personality Disorder",9.0,1954.0,8.0,40
"Dyscalculia",8.0,1954.0,7.0,41
"Disorders of Excessive Somnolence",7.0,1954.0,4.0,42
"Firesetting Behavior",7.0,1954.0,6.0,43
"Pica",7.0,1954.0,6.0,44
"Tobacco Use Disorder",6.0,1954.0,5.0,45
"Anomia",6.0,1954.0,5.0,46
"Marijuana Abuse",6.0,1954.0,4.0,47
"Dissociative Identity Disorder",5.0,1954.0,3.0,48
"Histrionic Personality Disorder",5.0,1954.0,4.0,49
"Attention Deficit Disorder with Hyperactivity",4.0,1954.0,3.0,50
"Heroin Dependence",3.0,1954.0,1.0,51
"Compulsive Personality Disorder",2.0,1954.0,1.0,52
"Transsexualism",2.0,1954.0,0.0,53
"Acquired Dyslexia",1.0,1954.0,0.0,54
"Schizophrenia",1955.0,1955.0,1628.0,1
"Alcoholism",1647.0,1955.0,1445.0,2
"Depression",1126.0,1955.0,925.0,3
"Aphasia",342.0,1955.0,292.0,4
"Bipolar Disorder",307.0,1955.0,269.0,5
"Conversion Disorder",289.0,1955.0,251.0,6
"Dementia",288.0,1955.0,236.0,7
"Pellagra",256.0,1955.0,223.0,8
"Obsessive-Compulsive Disorder",212.0,1955.0,177.0,9
"Psychoses Substance-Induced",186.0,1955.0,146.0,10
"Stuttering",183.0,1955.0,156.0,11
"Neurocirculatory Asthenia",163.0,1955.0,147.0,12
"Delirium",144.0,1955.0,125.0,13
"Agnosia",128.0,1955.0,108.0,14
"Psychoses Alcoholic",127.0,1955.0,91.0,15
"Alzheimer Disease",111.0,1955.0,94.0,16
"Amnesia",103.0,1955.0,97.0,17
"Conduct Disorder",98.0,1955.0,87.0,18
"Dyslexia",74.0,1955.0,67.0,19
"Anorexia Nervosa",73.0,1955.0,62.0,20
"Sexual Dysfunctions",69.0,1955.0,61.0,21
"Tay-Sachs Disease",66.0,1955.0,55.0,22
"Morphine Dependence",59.0,1955.0,56.0,23
"Apraxias",53.0,1955.0,45.0,24
"Hypochondriasis",47.0,1955.0,46.0,25
"Post-Traumatic Stress Disorder",47.0,1955.0,45.0,26
"Exhibitionism",46.0,1955.0,44.0,27
"Depersonalization",35.0,1955.0,32.0,28
"Mutism",30.0,1955.0,27.0,29
"Masochism",26.0,1955.0,22.0,30
"Autistic Disorder",25.0,1955.0,24.0,31
"Agraphia",25.0,1955.0,23.0,32
"Stereotypic Movement Disorder",24.0,1955.0,21.0,33
"Fetishism (Psychiatric)",18.0,1955.0,17.0,34
"Transvestism",18.0,1955.0,14.0,35
"Bruxism",17.0,1955.0,14.0,36
"Gambling",17.0,1955.0,15.0,37
"Schizotypal Personality Disorder",12.0,1955.0,9.0,38
"Firesetting Behavior",11.0,1955.0,7.0,39
"Pica",8.0,1955.0,7.0,40
"Marijuana Abuse",7.0,1955.0,6.0,41
"Heroin Dependence",6.0,1955.0,3.0,42
"Attention Deficit Disorder with Hyperactivity",5.0,1955.0,4.0,43
"Sadism",4.0,1955.0,3.0,44
"Postpartum Depression",3.0,1955.0,2.0,45
"Transsexualism",3.0,1955.0,2.0,46
"Sleep Apnea",3.0,1955.0,2.0,47
"Akinetic Mutism",2.0,1955.0,1.0,48
"Frontotemporal Dementia",2.0,1955.0,1.0,49
"Schizophrenia",2298.0,1956.0,1955.0,1
"Alcoholism",1874.0,1956.0,1647.0,2
"Depression",1346.0,1956.0,1126.0,3
"Aphasia",378.0,1956.0,342.0,4
"Bipolar Disorder",354.0,1956.0,307.0,5
"Dementia",348.0,1956.0,288.0,6
"Conversion Disorder",309.0,1956.0,289.0,7
"Pellagra",274.0,1956.0,256.0,8
"Obsessive-Compulsive Disorder",248.0,1956.0,212.0,9
"Psychoses Substance-Induced",222.0,1956.0,186.0,10
"Stuttering",215.0,1956.0,183.0,11
"Neurocirculatory Asthenia",186.0,1956.0,163.0,12
"Psychoses Alcoholic",175.0,1956.0,127.0,13
"Delirium",165.0,1956.0,144.0,14
"Agnosia",146.0,1956.0,128.0,15
"Alzheimer Disease",121.0,1956.0,111.0,16
"Amnesia",114.0,1956.0,103.0,17
"Conduct Disorder",114.0,1956.0,98.0,18
"Anorexia Nervosa",84.0,1956.0,73.0,19
"Dyslexia",81.0,1956.0,74.0,20
"Tay-Sachs Disease",77.0,1956.0,66.0,21
"Sexual Dysfunctions",76.0,1956.0,69.0,22
"Morphine Dependence",66.0,1956.0,59.0,23
"Apraxias",61.0,1956.0,53.0,24
"Hypochondriasis",54.0,1956.0,47.0,25
"Post-Traumatic Stress Disorder",50.0,1956.0,47.0,26
"Exhibitionism",50.0,1956.0,46.0,27
"Depersonalization",44.0,1956.0,35.0,28
"Mutism",35.0,1956.0,30.0,29
"Masochism",30.0,1956.0,26.0,30
"Autistic Disorder",30.0,1956.0,25.0,31
"Stereotypic Movement Disorder",29.0,1956.0,24.0,32
"Agraphia",27.0,1956.0,25.0,33
"Transvestism",24.0,1956.0,18.0,34
"Fetishism (Psychiatric)",23.0,1956.0,18.0,35
"Gambling",18.0,1956.0,17.0,36
"Gerstmann Syndrome",15.0,1956.0,12.0,37
"Pica",10.0,1956.0,8.0,38
"Trichotillomania",10.0,1956.0,8.0,39
"Dyscalculia",9.0,1956.0,8.0,40
"Heroin Dependence",8.0,1956.0,6.0,41
"Marijuana Abuse",8.0,1956.0,7.0,42
"Anomia",7.0,1956.0,6.0,43
"Dissociative Identity Disorder",6.0,1956.0,5.0,44
"Attention Deficit Disorder with Hyperactivity",6.0,1956.0,5.0,45
"Premature Ejaculation",6.0,1956.0,4.0,46
"Cyclothymic Disorder",6.0,1956.0,5.0,47
"Akinetic Mutism",4.0,1956.0,2.0,48
"Transsexualism",4.0,1956.0,3.0,49
"Pedophilia",2.0,1956.0,1.0,50
"Schizoid Personality Disorder",2.0,1956.0,1.0,51
"Borderline Personality Disorder",1.0,1956.0,0.0,52
"Schizophrenia",2716.0,1957.0,2298.0,1
"Alcoholism",2105.0,1957.0,1874.0,2
"Depression",1555.0,1957.0,1346.0,3
"Aphasia",433.0,1957.0,378.0,4
"Dementia",417.0,1957.0,348.0,5
"Bipolar Disorder",402.0,1957.0,354.0,6
"Conversion Disorder",326.0,1957.0,309.0,7
"Obsessive-Compulsive Disorder",303.0,1957.0,248.0,8
"Pellagra",291.0,1957.0,274.0,9
"Psychoses Substance-Induced",260.0,1957.0,222.0,10
"Stuttering",244.0,1957.0,215.0,11
"Neurocirculatory Asthenia",214.0,1957.0,186.0,12
"Psychoses Alcoholic",212.0,1957.0,175.0,13
"Delirium",172.0,1957.0,165.0,14
"Agnosia",166.0,1957.0,146.0,15
"Alzheimer Disease",131.0,1957.0,121.0,16
