name,value,year,lastValue,rank
"Depersonalization",2.0,1949.0,2.0,27
"Mutism",2.0,1949.0,3.0,28
"Stereotypic Movement Disorder",2.0,1949.0,3.0,29
"Stress Disorders, Post-Traumatic",2.0,1949.0,5.0,30
"Agraphia",2.0,1949.0,2.0,31
"Fetishism (Psychiatric)",2.0,1949.0,1.0,32
"Combat Disorders",2.0,1949.0,2.0,33
"Autistic Disorder",1.0,1949.0,1.0,34
"Motor Skills Disorders",1.0,1949.0,0,35
"Psychoses, Alcoholic",1.0,1949.0,1.0,36
"Echolalia",1.0,1949.0,0,37
"Psychoses, Substance-Induced",1.0,1949.0,4.0,38
"Bruxism",1.0,1949.0,0,39
"Conduct Disorder",1.0,1949.0,7.0,40
"Gambling",1.0,1949.0,1.0,41
"Depression, Postpartum",1.0,1949.0,0,42
"Sadism",1.0,1949.0,0,43
"Premature Ejaculation",1.0,1949.0,1.0,44
"Bulimia Nervosa",1.0,1949.0,0,45
"Dissociative Identity Disorder",1.0,1949.0,0,46
"Opioid-Related Disorders",1.0,1949.0,3.0,47
"Exhibitionism",1.0,1949.0,4.0,48
"Sleep Apnea Syndromes",1.0,1949.0,0,49
"Psychotic Disorders",390.0,1950.0,219.0,1
"Alcoholism",169.0,1950.0,110.0,2
"Schizophrenia",166.0,1950.0,114.0,3
"Personality Disorders",155.0,1950.0,96.0,4
"Anxiety Disorders",46.0,1950.0,52.0,5
"Depressive Disorder",45.0,1950.0,22.0,6
"Depression",44.0,1950.0,26.0,7
"Bipolar Disorder",41.0,1950.0,11.0,8
"Aphasia",35.0,1950.0,24.0,9
"Conversion Disorder",24.0,1950.0,16.0,10
"Dementia",22.0,1950.0,7.0,11
"Pellagra",22.0,1950.0,14.0,12
"Delirium",19.0,1950.0,9.0,13
"Obsessive-Compulsive Disorder",17.0,1950.0,6.0,14
"Psychoses, Substance-Induced",16.0,1950.0,1.0,15
"Neurocirculatory Asthenia",15.0,1950.0,8.0,16
"Stuttering",14.0,1950.0,13.0,17
"Amnesia",14.0,1950.0,7.0,18
"Combat Disorders",12.0,1950.0,2.0,19
"Sexual Dysfunctions, Psychological",10.0,1950.0,4.0,20
"Hypochondriasis",8.0,1950.0,3.0,21
"Phobic Disorders",8.0,1950.0,7.0,22
"Agnosia",8.0,1950.0,6.0,23
"Anorexia Nervosa",7.0,1950.0,6.0,24
"Dyslexia",6.0,1950.0,7.0,25
"Alzheimer Disease",6.0,1950.0,7.0,26
"Somatoform Disorders",6.0,1950.0,3.0,27
"Apraxias",5.0,1950.0,4.0,28
"Tay-Sachs Disease",5.0,1950.0,2.0,29
"Conduct Disorder",5.0,1950.0,1.0,30
"Agraphia",4.0,1950.0,2.0,31
"Bulimia",3.0,1950.0,0,32
"Opioid-Related Disorders",3.0,1950.0,1.0,33
"Schizotypal Personality Disorder",3.0,1950.0,1.0,34
"Bruxism",3.0,1950.0,1.0,35
"Stereotypic Movement Disorder",3.0,1950.0,2.0,36
"Trichotillomania",2.0,1950.0,1.0,37
"Mutism",2.0,1950.0,2.0,38
"Exhibitionism",2.0,1950.0,1.0,39
"Stress Disorders, Post-Traumatic",2.0,1950.0,2.0,40
"Cyclothymic Disorder",2.0,1950.0,1.0,41
"Autistic Disorder",2.0,1950.0,1.0,42
"Gambling",2.0,1950.0,1.0,43
"Schizophrenia, Paranoid",2.0,1950.0,2.0,44
"Tobacco Use Disorder",2.0,1950.0,0,45
"Depression, Postpartum",1.0,1950.0,1.0,46
"Gerstmann Syndrome",1.0,1950.0,2.0,47
"Psychoses, Alcoholic",1.0,1950.0,1.0,48
"Prosopagnosia",1.0,1950.0,0,49
"Pedophilia",1.0,1950.0,0,50
"Marijuana Abuse",1.0,1950.0,1.0,51
"Histrionic Personality Disorder",1.0,1950.0,1.0,52
"Creutzfeldt-Jakob Syndrome",1.0,1950.0,1.0,53
"Amphetamine-Related Disorders",1.0,1950.0,0,54
"Dissociative Identity Disorder",1.0,1950.0,1.0,55
"Disruptive, Impulse Control, and Conduct Disorders",1.0,1950.0,1.0,56
"Disorders of Excessive Somnolence",1.0,1950.0,1.0,57
"Dyscalculia",1.0,1950.0,2.0,58
"Depersonalization",1.0,1950.0,2.0,59
"Premature Ejaculation",1.0,1950.0,1.0,60
"Sadism",1.0,1950.0,1.0,61
"Masochism",1.0,1950.0,2.0,62
"Psychotic Disorders",413.0,1951.0,390.0,1
"Schizophrenia",226.0,1951.0,166.0,2
"Alcoholism",207.0,1951.0,169.0,3
"Personality Disorders",170.0,1951.0,155.0,4
"Anxiety Disorders",68.0,1951.0,46.0,5
"Depression",49.0,1951.0,44.0,6
"Depressive Disorder",46.0,1951.0,45.0,7
"Bipolar Disorder",38.0,1951.0,41.0,8
"Aphasia",38.0,1951.0,35.0,9
"Dementia",32.0,1951.0,22.0,10
"Conversion Disorder",31.0,1951.0,24.0,11
"Pellagra",27.0,1951.0,22.0,12
"Neurocirculatory Asthenia",25.0,1951.0,15.0,13
"Obsessive-Compulsive Disorder",25.0,1951.0,17.0,14
"Stuttering",18.0,1951.0,14.0,15
"Agnosia",17.0,1951.0,8.0,16
"Alzheimer Disease",17.0,1951.0,6.0,17
"Amnesia",16.0,1951.0,14.0,18
"Somatoform Disorders",15.0,1951.0,6.0,19
"Dyslexia",14.0,1951.0,6.0,20
"Delirium",14.0,1951.0,19.0,21
"Psychoses, Substance-Induced",13.0,1951.0,16.0,22
"Combat Disorders",12.0,1951.0,12.0,23
"Exhibitionism",11.0,1951.0,2.0,24
"Conduct Disorder",10.0,1951.0,5.0,25
"Sexual Dysfunctions, Psychological",9.0,1951.0,10.0,26
"Anorexia Nervosa",8.0,1951.0,7.0,27
"Tay-Sachs Disease",7.0,1951.0,5.0,28
"Apraxias",7.0,1951.0,5.0,29
"Hypochondriasis",6.0,1951.0,8.0,30
"Phobic Disorders",6.0,1951.0,8.0,31
"Depersonalization",5.0,1951.0,1.0,32
"Stress Disorders, Post-Traumatic",5.0,1951.0,2.0,33
"Agraphia",5.0,1951.0,4.0,34
"Autistic Disorder",5.0,1951.0,2.0,35
"Psychoses, Alcoholic",5.0,1951.0,1.0,36
"Opioid-Related Disorders",4.0,1951.0,3.0,37
"Mutism",4.0,1951.0,2.0,38
"Kleine-Levin Syndrome",3.0,1951.0,1.0,39
"Masochism",3.0,1951.0,1.0,40
"Tic Disorders",3.0,1951.0,2.0,41
"Fetishism (Psychiatric)",2.0,1951.0,2.0,42
"Echolalia",2.0,1951.0,1.0,43
"Agoraphobia",2.0,1951.0,0,44
"Schizophrenia, Paranoid",2.0,1951.0,2.0,45
"Gambling",2.0,1951.0,2.0,46
"Transvestism",2.0,1951.0,1.0,47
"Pica",2.0,1951.0,1.0,48
"Morphine Dependence",2.0,1951.0,3.0,49
"Cyclothymic Disorder",1.0,1951.0,2.0,50
"Amnesia, Retrograde",1.0,1951.0,1.0,51
"Motor Skills Disorders",1.0,1951.0,1.0,52
"Sleep Apnea Syndromes",1.0,1951.0,1.0,53
"Trichotillomania",1.0,1951.0,2.0,54
"Akinetic Mutism",1.0,1951.0,0,55
"Frontotemporal Dementia",1.0,1951.0,0,56
"Heroin Dependence",1.0,1951.0,0,57
"Dementia, Vascular",1.0,1951.0,1.0,58
"Gerstmann Syndrome",1.0,1951.0,1.0,59
"Stereotypic Movement Disorder",1.0,1951.0,3.0,60
"Tobacco Use Disorder",1.0,1951.0,2.0,61
"Psychotic Disorders",367.0,1952.0,413.0,1
"Schizophrenia",264.0,1952.0,226.0,2
"Personality Disorders",227.0,1952.0,170.0,3
"Alcoholism",225.0,1952.0,207.0,4
"Depression",87.0,1952.0,49.0,5
"Anxiety Disorders",86.0,1952.0,68.0,6
"Depressive Disorder",74.0,1952.0,46.0,7
"Bipolar Disorder",48.0,1952.0,38.0,8
"Dementia",43.0,1952.0,32.0,9
"Aphasia",40.0,1952.0,38.0,10
"Conversion Disorder",37.0,1952.0,31.0,11
"Obsessive-Compulsive Disorder",36.0,1952.0,25.0,12
"Psychoses, Substance-Induced",35.0,1952.0,13.0,13
"Pellagra",28.0,1952.0,27.0,14
"Agnosia",26.0,1952.0,17.0,15
"Stuttering",23.0,1952.0,18.0,16
"Delirium",21.0,1952.0,14.0,17
"Psychoses, Alcoholic",20.0,1952.0,5.0,18
"Conduct Disorder",19.0,1952.0,10.0,19
"Somatoform Disorders",17.0,1952.0,15.0,20
"Neurocirculatory Asthenia",15.0,1952.0,25.0,21
"Morphine Dependence",14.0,1952.0,2.0,22
"Tay-Sachs Disease",11.0,1952.0,7.0,23
"Amnesia",11.0,1952.0,16.0,24
"Combat Disorders",11.0,1952.0,12.0,25
"Dyslexia",10.0,1952.0,14.0,26
"Alzheimer Disease",10.0,1952.0,17.0,27
"Anorexia Nervosa",9.0,1952.0,8.0,28
"Bruxism",9.0,1952.0,3.0,29
"Sexual Dysfunctions, Psychological",8.0,1952.0,9.0,30
"Phobic Disorders",8.0,1952.0,6.0,31
"Exhibitionism",8.0,1952.0,11.0,32
"Apraxias",7.0,1952.0,7.0,33
"Hypochondriasis",7.0,1952.0,6.0,34
"Stereotypic Movement Disorder",5.0,1952.0,1.0,35
"Opioid-Related Disorders",5.0,1952.0,4.0,36
"Agraphia",5.0,1952.0,5.0,37
"Stress Disorders, Post-Traumatic",5.0,1952.0,5.0,38
"Depersonalization",5.0,1952.0,5.0,39
"Amnesia, Retrograde",5.0,1952.0,1.0,40
"Autistic Disorder",4.0,1952.0,5.0,41
"Masochism",3.0,1952.0,3.0,42
"Schizotypal Personality Disorder",3.0,1952.0,3.0,43
"Tic Disorders",3.0,1952.0,3.0,44
"Mutism",3.0,1952.0,4.0,45
"Amphetamine-Related Disorders",2.0,1952.0,1.0,46
"Gerstmann Syndrome",2.0,1952.0,1.0,47
"Marijuana Abuse",2.0,1952.0,1.0,48
"Schizophrenia, Paranoid",2.0,1952.0,2.0,49
"Bulimia",2.0,1952.0,3.0,50
"Gambling",2.0,1952.0,2.0,51
"Attention Deficit Disorder with Hyperactivity",2.0,1952.0,0,52
"Fetishism (Psychiatric)",2.0,1952.0,2.0,53
"Schizoid Personality Disorder",1.0,1952.0,0,54
"Bulimia Nervosa",1.0,1952.0,1.0,55
"Cocaine-Related Disorders",1.0,1952.0,0,56
"Trichotillomania",1.0,1952.0,1.0,57
"Sleep Bruxism",1.0,1952.0,0,58
"Tobacco Use Disorder",1.0,1952.0,1.0,59
"Transvestism",1.0,1952.0,2.0,60
"Postpoliomyelitis Syndrome",1.0,1952.0,0,61
"Cyclothymic Disorder",1.0,1952.0,1.0,62
"Dyscalculia",1.0,1952.0,1.0,63
"Psychotic Disorders",389.0,1953.0,367.0,1
"Schizophrenia",284.0,1953.0,264.0,2
"Personality Disorders",235.0,1953.0,227.0,3
"Alcoholism",225.0,1953.0,225.0,4
"Anxiety Disorders",117.0,1953.0,86.0,5
"Depression",78.0,1953.0,87.0,6
"Depressive Disorder",58.0,1953.0,74.0,7
"Conversion Disorder",50.0,1953.0,37.0,8
"Dementia",49.0,1953.0,43.0,9
"Obsessive-Compulsive Disorder",45.0,1953.0,36.0,10
"Bipolar Disorder",41.0,1953.0,48.0,11
"Aphasia",38.0,1953.0,40.0,12
"Psychoses, Alcoholic",33.0,1953.0,20.0,13
"Psychoses, Substance-Induced",32.0,1953.0,35.0,14
"Agnosia",23.0,1953.0,26.0,15
"Conduct Disorder",21.0,1953.0,19.0,16
"Stuttering",20.0,1953.0,23.0,17
"Neurocirculatory Asthenia",19.0,1953.0,15.0,18
"Pellagra",19.0,1953.0,28.0,19
"Somatoform Disorders",17.0,1953.0,17.0,20
"Alzheimer Disease",16.0,1953.0,10.0,21
"Delirium",15.0,1953.0,21.0,22
"Amnesia",12.0,1953.0,11.0,23
"Dyslexia",12.0,1953.0,10.0,24
"Combat Disorders",12.0,1953.0,11.0,25
"Sexual Dysfunctions, Psychological",11.0,1953.0,8.0,26
"Tay-Sachs Disease",10.0,1953.0,11.0,27
"Anorexia Nervosa",9.0,1953.0,9.0,28
"Apraxias",9.0,1953.0,7.0,29
"Morphine Dependence",7.0,1953.0,14.0,30
"Hypochondriasis",7.0,1953.0,7.0,31
"Exhibitionism",6.0,1953.0,8.0,32
"Phobic Disorders",5.0,1953.0,8.0,33
"Stereotypic Movement Disorder",5.0,1953.0,5.0,34
"Depersonalization",5.0,1953.0,5.0,35
"Masochism",5.0,1953.0,3.0,36
"Stress Disorders, Post-Traumatic",4.0,1953.0,5.0,37
"Transvestism",4.0,1953.0,1.0,38
"Opioid-Related Disorders",4.0,1953.0,5.0,39
"Fetishism (Psychiatric)",4.0,1953.0,2.0,40
"Agraphia",3.0,1953.0,5.0,41
"Anomia",3.0,1953.0,1.0,42
"Schizophrenia, Paranoid",3.0,1953.0,2.0,43
"Autistic Disorder",3.0,1953.0,4.0,44
"Disorders of Excessive Somnolence",2.0,1953.0,1.0,45
"Postpoliomyelitis Syndrome",2.0,1953.0,1.0,46
"Dyscalculia",2.0,1953.0,1.0,47
"Gambling",2.0,1953.0,2.0,48
"Pica",2.0,1953.0,2.0,49
"Disruptive, Impulse Control, and Conduct Disorders",1.0,1953.0,1.0,50
"Gerstmann Syndrome",1.0,1953.0,2.0,51
"Amphetamine-Related Disorders",1.0,1953.0,2.0,52
"Tobacco Use Disorder",1.0,1953.0,1.0,53
"Creutzfeldt-Jakob Syndrome",1.0,1953.0,1.0,54
"Attention Deficit Disorder with Hyperactivity",1.0,1953.0,2.0,55
"Mutism",1.0,1953.0,3.0,56
"Amnesia, Anterograde",1.0,1953.0,0,57
"Compulsive Personality Disorder",1.0,1953.0,0,58
"Firesetting Behavior",1.0,1953.0,2.0,59
"Bulimia",1.0,1953.0,2.0,60
"Premature Ejaculation",1.0,1953.0,1.0,61
"Dissociative Identity Disorder",1.0,1953.0,1.0,62
"Dementia, Vascular",1.0,1953.0,1.0,63
"Agoraphobia",1.0,1953.0,2.0,64
"Sadism",1.0,1953.0,1.0,65
"Schizotypal Personality Disorder",1.0,1953.0,3.0,66
"Amnesia, Retrograde",1.0,1953.0,5.0,67
"Histrionic Personality Disorder",1.0,1953.0,1.0,68
"Psychotic Disorders",369.0,1954.0,389.0,1
"Schizophrenia",312.0,1954.0,284.0,2
"Personality Disorders",211.0,1954.0,235.0,3
"Alcoholism",204.0,1954.0,225.0,4
"Depression",98.0,1954.0,78.0,5
"Anxiety Disorders",89.0,1954.0,117.0,6
"Depressive Disorder",87.0,1954.0,58.0,7
"Dementia",50.0,1954.0,49.0,8
"Aphasia",47.0,1954.0,38.0,9
"Bipolar Disorder",45.0,1954.0,41.0,10
"Obsessive-Compulsive Disorder",42.0,1954.0,45.0,11
"Psychoses, Substance-Induced",39.0,1954.0,32.0,12
"Psychoses, Alcoholic",30.0,1954.0,33.0,13
"Stuttering",22.0,1954.0,20.0,14
"Neurocirculatory Asthenia",21.0,1954.0,19.0,15
"Agnosia",20.0,1954.0,23.0,16
"Conversion Disorder",19.0,1954.0,50.0,17
"Alzheimer Disease",18.0,1954.0,16.0,18
"Delirium",17.0,1954.0,15.0,19
"Pellagra",16.0,1954.0,19.0,20
"Tay-Sachs Disease",14.0,1954.0,10.0,21
"Somatoform Disorders",12.0,1954.0,17.0,22
"Morphine Dependence",10.0,1954.0,7.0,23
"Hypochondriasis",9.0,1954.0,7.0,24
"Dyslexia",8.0,1954.0,12.0,25
"Anorexia Nervosa",8.0,1954.0,9.0,26
"Sexual Dysfunctions, Psychological",7.0,1954.0,11.0,27
"Conduct Disorder",7.0,1954.0,21.0,28
"Stress Disorders, Post-Traumatic",6.0,1954.0,4.0,29
"Depersonalization",6.0,1954.0,5.0,30
"Combat Disorders",6.0,1954.0,12.0,31
"Amnesia",6.0,1954.0,12.0,32
"Transvestism",6.0,1954.0,4.0,33
"Autistic Disorder",5.0,1954.0,3.0,34
"Mutism",5.0,1954.0,1.0,35
"Exhibitionism",5.0,1954.0,6.0,36
"Phobic Disorders",5.0,1954.0,5.0,37
"Apraxias",4.0,1954.0,9.0,38
"Disorders of Excessive Somnolence",3.0,1954.0,2.0,39
"Opioid-Related Disorders",3.0,1954.0,4.0,40
"Fetishism (Psychiatric)",3.0,1954.0,4.0,41
"Schizophrenia, Paranoid",3.0,1954.0,3.0,42
"Gambling",3.0,1954.0,2.0,43
"Transsexualism",2.0,1954.0,0,44
"Gerstmann Syndrome",2.0,1954.0,1.0,45
"Heroin Dependence",2.0,1954.0,1.0,46
"Agraphia",2.0,1954.0,3.0,47
"Disruptive, Impulse Control, and Conduct Disorders",2.0,1954.0,1.0,48
"Masochism",2.0,1954.0,5.0,49
"Marijuana Abuse",2.0,1954.0,2.0,50
"Dissociative Identity Disorder",2.0,1954.0,1.0,51
"Attention Deficit Disorder with Hyperactivity",1.0,1954.0,1.0,52
"Compulsive Personality Disorder",1.0,1954.0,1.0,53
"Schizotypal Personality Disorder",1.0,1954.0,1.0,54
"Histrionic Personality Disorder",1.0,1954.0,1.0,55
"Bruxism",1.0,1954.0,9.0,56
"Stereotypic Movement Disorder",1.0,1954.0,5.0,57
"Firesetting Behavior",1.0,1954.0,1.0,58
"Tobacco Use Disorder",1.0,1954.0,1.0,59
"Dyslexia, Acquired",1.0,1954.0,0,60
