name,value,year,lastValue,rank
"Psychoses, Substance-Induced",5.0,1946.0,2.0,25
"Agnosia",5.0,1946.0,1.0,26
"Anorexia Nervosa",4.0,1946.0,1.0,27
"Apraxias",4.0,1946.0,0.0,28
"Firesetting Behavior",3.0,1946.0,0.0,29
"Dyslexia",3.0,1946.0,0.0,30
"Tay-Sachs Disease",3.0,1946.0,1.0,31
"Masochism",2.0,1946.0,0.0,32
"Trichotillomania",2.0,1946.0,0.0,33
"Obsessive-Compulsive Disorder",2.0,1946.0,0.0,34
"Depersonalization",2.0,1946.0,0.0,35
"Exhibitionism",2.0,1946.0,0.0,36
"Fetishism (Psychiatric)",1.0,1946.0,0.0,37
"Kleine-Levin Syndrome",1.0,1946.0,0.0,38
"Premature Ejaculation",1.0,1946.0,0.0,39
"Somatoform Disorders",1.0,1946.0,0.0,40
"Anomia",1.0,1946.0,0.0,41
"Dyscalculia",1.0,1946.0,0.0,42
"Stereotypic Movement Disorder",1.0,1946.0,0.0,43
"Disruptive, Impulse Control, and Conduct Disorders",1.0,1946.0,0.0,44
"Disorders of Excessive Somnolence",1.0,1946.0,0.0,45
"Creutzfeldt-Jakob Syndrome",1.0,1946.0,0.0,46
"Schizophrenia, Paranoid",1.0,1946.0,0.0,47
"Gerstmann Syndrome",1.0,1946.0,0.0,48
"Hypochondriasis",1.0,1946.0,0.0,49
"Autistic Disorder",1.0,1946.0,0.0,50
"Pica",1.0,1946.0,0.0,51
"Dependent Personality Disorder",1.0,1946.0,0.0,52
"Psychotic Disorders",491.0,1947.0,286.0,1
"Alcoholism",205.0,1947.0,113.0,2
"Schizophrenia",156.0,1947.0,82.0,3
"Personality Disorders",145.0,1947.0,68.0,4
"Depression",83.0,1947.0,46.0,5
"Depressive Disorder",78.0,1947.0,44.0,6
"Pellagra",74.0,1947.0,43.0,7
"Anxiety Disorders",64.0,1947.0,36.0,8
"Conversion Disorder",51.0,1947.0,27.0,9
"Aphasia",51.0,1947.0,30.0,10
"Bipolar Disorder",41.0,1947.0,28.0,11
"Neurocirculatory Asthenia",36.0,1947.0,26.0,12
"Combat Disorders",34.0,1947.0,22.0,13
"Stuttering",27.0,1947.0,15.0,14
"Delirium",22.0,1947.0,18.0,15
"Dementia",21.0,1947.0,16.0,16
"Conduct Disorder",17.0,1947.0,10.0,17
"Stress Disorders, Post-Traumatic",16.0,1947.0,11.0,18
"Amnesia",16.0,1947.0,11.0,19
"Morphine Dependence",15.0,1947.0,9.0,20
"Alzheimer Disease",14.0,1947.0,9.0,21
"Phobic Disorders",12.0,1947.0,8.0,22
"Sexual Dysfunctions, Psychological",11.0,1947.0,5.0,23
"Agnosia",8.0,1947.0,5.0,24
"Apraxias",7.0,1947.0,4.0,25
"Mutism",7.0,1947.0,6.0,26
"Exhibitionism",7.0,1947.0,2.0,27
"Masochism",6.0,1947.0,2.0,28
"Tay-Sachs Disease",6.0,1947.0,3.0,29
"Depersonalization",6.0,1947.0,2.0,30
"Anorexia Nervosa",6.0,1947.0,4.0,31
"Psychoses, Substance-Induced",6.0,1947.0,5.0,32
"Firesetting Behavior",5.0,1947.0,3.0,33
"Dyslexia",5.0,1947.0,3.0,34
"Obsessive-Compulsive Disorder",5.0,1947.0,2.0,35
"Stereotypic Movement Disorder",4.0,1947.0,1.0,36
"Trichotillomania",3.0,1947.0,2.0,37
"Schizophrenia, Paranoid",3.0,1947.0,1.0,38
"Gerstmann Syndrome",3.0,1947.0,1.0,39
"Fetishism (Psychiatric)",3.0,1947.0,1.0,40
"Autistic Disorder",3.0,1947.0,1.0,41
"Gambling",2.0,1947.0,0.0,42
"Hypochondriasis",2.0,1947.0,1.0,43
"Schizotypal Personality Disorder",1.0,1947.0,0.0,44
"Psychoses, Alcoholic",1.0,1947.0,0.0,45
"Amnesia, Retrograde",1.0,1947.0,0.0,46
"Dementia, Vascular",1.0,1947.0,0.0,47
"Histrionic Personality Disorder",1.0,1947.0,0.0,48
"Transvestism",1.0,1947.0,0.0,49
"Psychotic Disorders",671.0,1948.0,491.0,1
"Alcoholism",305.0,1948.0,205.0,2
"Schizophrenia",245.0,1948.0,156.0,3
"Personality Disorders",214.0,1948.0,145.0,4
"Depression",111.0,1948.0,83.0,5
"Anxiety Disorders",102.0,1948.0,64.0,6
"Depressive Disorder",100.0,1948.0,78.0,7
"Pellagra",97.0,1948.0,74.0,8
"Conversion Disorder",74.0,1948.0,51.0,9
"Aphasia",69.0,1948.0,51.0,10
"Stuttering",46.0,1948.0,27.0,11
"Bipolar Disorder",45.0,1948.0,41.0,12
"Neurocirculatory Asthenia",44.0,1948.0,36.0,13
"Combat Disorders",36.0,1948.0,34.0,14
"Delirium",30.0,1948.0,22.0,15
"Dementia",30.0,1948.0,21.0,16
"Conduct Disorder",24.0,1948.0,17.0,17
"Amnesia",22.0,1948.0,16.0,18
"Stress Disorders, Post-Traumatic",21.0,1948.0,16.0,19
"Morphine Dependence",20.0,1948.0,15.0,20
"Alzheimer Disease",20.0,1948.0,14.0,21
"Phobic Disorders",19.0,1948.0,12.0,22
"Anorexia Nervosa",15.0,1948.0,6.0,23
"Agnosia",14.0,1948.0,8.0,24
"Sexual Dysfunctions, Psychological",12.0,1948.0,11.0,25
"Exhibitionism",11.0,1948.0,7.0,26
"Psychoses, Substance-Induced",10.0,1948.0,6.0,27
"Tic Disorders",10.0,1948.0,8.0,28
"Mutism",10.0,1948.0,7.0,29
"Dyslexia",10.0,1948.0,5.0,30
"Apraxias",9.0,1948.0,7.0,31
"Depersonalization",8.0,1948.0,6.0,32
"Tay-Sachs Disease",8.0,1948.0,6.0,33
"Masochism",8.0,1948.0,6.0,34
"Hypochondriasis",6.0,1948.0,2.0,35
"Somatoform Disorders",6.0,1948.0,1.0,36
"Obsessive-Compulsive Disorder",6.0,1948.0,5.0,37
"Schizophrenia, Paranoid",5.0,1948.0,3.0,38
"Gerstmann Syndrome",5.0,1948.0,3.0,39
"Trichotillomania",4.0,1948.0,3.0,40
"Fetishism (Psychiatric)",4.0,1948.0,3.0,41
"Autistic Disorder",4.0,1948.0,3.0,42
"Gambling",3.0,1948.0,2.0,43
"Dyscalculia",3.0,1948.0,1.0,44
"Opioid-Related Disorders",3.0,1948.0,0.0,45
"Disruptive, Impulse Control, and Conduct Disorders",2.0,1948.0,1.0,46
"Histrionic Personality Disorder",2.0,1948.0,1.0,47
"Anomia",2.0,1948.0,1.0,48
"Agraphia",2.0,1948.0,0.0,49
"Amnesia, Retrograde",2.0,1948.0,1.0,50
"Pica",2.0,1948.0,1.0,51
"Marijuana Abuse",1.0,1948.0,0.0,52
"Cyclothymic Disorder",1.0,1948.0,0.0,53
"Apraxia, Ideomotor",1.0,1948.0,0.0,54
"Psychotic Disorders",890.0,1949.0,671.0,1
"Alcoholism",415.0,1949.0,305.0,2
"Schizophrenia",359.0,1949.0,245.0,3
"Personality Disorders",310.0,1949.0,214.0,4
"Anxiety Disorders",154.0,1949.0,102.0,5
"Depression",137.0,1949.0,111.0,6
"Depressive Disorder",122.0,1949.0,100.0,7
"Pellagra",111.0,1949.0,97.0,8
"Aphasia",93.0,1949.0,69.0,9
"Conversion Disorder",90.0,1949.0,74.0,10
"Stuttering",59.0,1949.0,46.0,11
"Bipolar Disorder",56.0,1949.0,45.0,12
"Neurocirculatory Asthenia",52.0,1949.0,44.0,13
"Delirium",39.0,1949.0,30.0,14
"Combat Disorders",38.0,1949.0,36.0,15
"Dementia",37.0,1949.0,30.0,16
"Amnesia",29.0,1949.0,22.0,17
"Alzheimer Disease",27.0,1949.0,20.0,18
"Phobic Disorders",26.0,1949.0,19.0,19
"Conduct Disorder",25.0,1949.0,24.0,20
"Morphine Dependence",23.0,1949.0,20.0,21
"Stress Disorders, Post-Traumatic",23.0,1949.0,21.0,22
"Anorexia Nervosa",21.0,1949.0,15.0,23
"Dyslexia",17.0,1949.0,10.0,24
"Sexual Dysfunctions, Psychological",16.0,1949.0,12.0,25
"Apraxias",13.0,1949.0,9.0,26
"Mutism",12.0,1949.0,10.0,27
"Exhibitionism",12.0,1949.0,11.0,28
"Obsessive-Compulsive Disorder",12.0,1949.0,6.0,29
"Psychoses, Substance-Induced",11.0,1949.0,10.0,30
"Depersonalization",10.0,1949.0,8.0,31
"Somatoform Disorders",9.0,1949.0,6.0,32
"Hypochondriasis",9.0,1949.0,6.0,33
"Stereotypic Movement Disorder",6.0,1949.0,4.0,34
"Fetishism (Psychiatric)",6.0,1949.0,4.0,35
"Autistic Disorder",5.0,1949.0,4.0,36
"Agraphia",4.0,1949.0,2.0,37
"Opioid-Related Disorders",4.0,1949.0,3.0,38
"Gambling",4.0,1949.0,3.0,39
"Psychoses, Alcoholic",2.0,1949.0,1.0,40
"Premature Ejaculation",2.0,1949.0,1.0,41
"Dissociative Identity Disorder",1.0,1949.0,0.0,42
"Motor Skills Disorders",1.0,1949.0,0.0,43
"Bulimia Nervosa",1.0,1949.0,0.0,44
"Sadism",1.0,1949.0,0.0,45
"Sleep Apnea Syndromes",1.0,1949.0,0.0,46
"Echolalia",1.0,1949.0,0.0,47
"Bruxism",1.0,1949.0,0.0,48
"Depression, Postpartum",1.0,1949.0,0.0,49
"Psychotic Disorders",1280.0,1950.0,890.0,1
"Alcoholism",584.0,1950.0,415.0,2
"Schizophrenia",525.0,1950.0,359.0,3
"Personality Disorders",465.0,1950.0,310.0,4
"Anxiety Disorders",200.0,1950.0,154.0,5
"Depression",181.0,1950.0,137.0,6
"Depressive Disorder",167.0,1950.0,122.0,7
"Pellagra",133.0,1950.0,111.0,8
"Aphasia",128.0,1950.0,93.0,9
"Conversion Disorder",114.0,1950.0,90.0,10
"Bipolar Disorder",97.0,1950.0,56.0,11
"Stuttering",73.0,1950.0,59.0,12
"Neurocirculatory Asthenia",67.0,1950.0,52.0,13
"Dementia",59.0,1950.0,37.0,14
"Delirium",58.0,1950.0,39.0,15
"Combat Disorders",50.0,1950.0,38.0,16
"Amnesia",43.0,1950.0,29.0,17
"Phobic Disorders",34.0,1950.0,26.0,18
"Alzheimer Disease",33.0,1950.0,27.0,19
"Conduct Disorder",30.0,1950.0,25.0,20
"Obsessive-Compulsive Disorder",29.0,1950.0,12.0,21
"Anorexia Nervosa",28.0,1950.0,21.0,22
"Psychoses, Substance-Induced",27.0,1950.0,11.0,23
"Sexual Dysfunctions, Psychological",26.0,1950.0,16.0,24
"Stress Disorders, Post-Traumatic",25.0,1950.0,23.0,25
"Dyslexia",23.0,1950.0,17.0,26
"Agnosia",22.0,1950.0,14.0,27
"Apraxias",18.0,1950.0,13.0,28
"Hypochondriasis",17.0,1950.0,9.0,29
"Somatoform Disorders",15.0,1950.0,9.0,30
"Mutism",14.0,1950.0,12.0,31
"Exhibitionism",14.0,1950.0,12.0,32
"Tay-Sachs Disease",13.0,1950.0,8.0,33
"Depersonalization",11.0,1950.0,10.0,34
"Stereotypic Movement Disorder",9.0,1950.0,6.0,35
"Masochism",9.0,1950.0,8.0,36
"Agraphia",8.0,1950.0,4.0,37
"Schizophrenia, Paranoid",7.0,1950.0,5.0,38
"Autistic Disorder",7.0,1950.0,5.0,39
"Opioid-Related Disorders",7.0,1950.0,4.0,40
"Gambling",6.0,1950.0,4.0,41
"Gerstmann Syndrome",6.0,1950.0,5.0,42
"Trichotillomania",6.0,1950.0,4.0,43
"Dyscalculia",4.0,1950.0,3.0,44
"Schizotypal Personality Disorder",4.0,1950.0,1.0,45
"Bruxism",4.0,1950.0,1.0,46
"Psychoses, Alcoholic",3.0,1950.0,2.0,47
"Bulimia",3.0,1950.0,0.0,48
"Cyclothymic Disorder",3.0,1950.0,1.0,49
"Disruptive, Impulse Control, and Conduct Disorders",3.0,1950.0,2.0,50
"Histrionic Personality Disorder",3.0,1950.0,2.0,51
"Premature Ejaculation",3.0,1950.0,2.0,52
"Disorders of Excessive Somnolence",2.0,1950.0,1.0,53
"Dissociative Identity Disorder",2.0,1950.0,1.0,54
"Tobacco Use Disorder",2.0,1950.0,0.0,55
"Sadism",2.0,1950.0,1.0,56
"Marijuana Abuse",2.0,1950.0,1.0,57
"Depression, Postpartum",2.0,1950.0,1.0,58
"Creutzfeldt-Jakob Syndrome",2.0,1950.0,1.0,59
"Prosopagnosia",1.0,1950.0,0.0,60
"Pedophilia",1.0,1950.0,0.0,61
"Amphetamine-Related Disorders",1.0,1950.0,0.0,62
"Psychotic Disorders",1693.0,1951.0,1280.0,1
"Alcoholism",791.0,1951.0,584.0,2
"Schizophrenia",751.0,1951.0,525.0,3
"Personality Disorders",635.0,1951.0,465.0,4
"Anxiety Disorders",268.0,1951.0,200.0,5
"Depression",230.0,1951.0,181.0,6
"Depressive Disorder",213.0,1951.0,167.0,7
"Aphasia",166.0,1951.0,128.0,8
"Pellagra",160.0,1951.0,133.0,9
"Conversion Disorder",145.0,1951.0,114.0,10
"Bipolar Disorder",135.0,1951.0,97.0,11
"Neurocirculatory Asthenia",92.0,1951.0,67.0,12
"Stuttering",91.0,1951.0,73.0,13
"Dementia",91.0,1951.0,59.0,14
"Delirium",72.0,1951.0,58.0,15
"Combat Disorders",62.0,1951.0,50.0,16
"Amnesia",59.0,1951.0,43.0,17
"Obsessive-Compulsive Disorder",54.0,1951.0,29.0,18
"Alzheimer Disease",50.0,1951.0,33.0,19
"Psychoses, Substance-Induced",40.0,1951.0,27.0,20
"Phobic Disorders",40.0,1951.0,34.0,21
"Conduct Disorder",40.0,1951.0,30.0,22
"Agnosia",39.0,1951.0,22.0,23
"Dyslexia",37.0,1951.0,23.0,24
"Anorexia Nervosa",36.0,1951.0,28.0,25
"Sexual Dysfunctions, Psychological",35.0,1951.0,26.0,26
"Stress Disorders, Post-Traumatic",30.0,1951.0,25.0,27
"Somatoform Disorders",30.0,1951.0,15.0,28
"Apraxias",25.0,1951.0,18.0,29
"Morphine Dependence",25.0,1951.0,23.0,30
"Exhibitionism",25.0,1951.0,14.0,31
"Hypochondriasis",23.0,1951.0,17.0,32
"Tay-Sachs Disease",20.0,1951.0,13.0,33
"Mutism",18.0,1951.0,14.0,34
"Depersonalization",16.0,1951.0,11.0,35
"Agraphia",13.0,1951.0,8.0,36
"Tic Disorders",13.0,1951.0,10.0,37
"Autistic Disorder",12.0,1951.0,7.0,38
"Masochism",12.0,1951.0,9.0,39
"Opioid-Related Disorders",11.0,1951.0,7.0,40
"Stereotypic Movement Disorder",10.0,1951.0,9.0,41
"Schizophrenia, Paranoid",9.0,1951.0,7.0,42
"Psychoses, Alcoholic",8.0,1951.0,3.0,43
"Fetishism (Psychiatric)",8.0,1951.0,6.0,44
"Gambling",8.0,1951.0,6.0,45
"Trichotillomania",7.0,1951.0,6.0,46
"Gerstmann Syndrome",7.0,1951.0,6.0,47
"Kleine-Levin Syndrome",4.0,1951.0,1.0,48
"Pica",4.0,1951.0,2.0,49
"Cyclothymic Disorder",4.0,1951.0,3.0,50
"Tobacco Use Disorder",3.0,1951.0,2.0,51
"Transvestism",3.0,1951.0,1.0,52
"Echolalia",3.0,1951.0,1.0,53
"Amnesia, Retrograde",3.0,1951.0,2.0,54
"Dementia, Vascular",2.0,1951.0,1.0,55
"Agoraphobia",2.0,1951.0,0.0,56
"Sleep Apnea Syndromes",2.0,1951.0,1.0,57
"Motor Skills Disorders",2.0,1951.0,1.0,58
"Akinetic Mutism",1.0,1951.0,0.0,59
"Frontotemporal Dementia",1.0,1951.0,0.0,60
"Heroin Dependence",1.0,1951.0,0.0,61
"Psychotic Disorders",2060.0,1952.0,1693.0,1
"Alcoholism",1016.0,1952.0,791.0,2
"Schizophrenia",1015.0,1952.0,751.0,3
"Personality Disorders",862.0,1952.0,635.0,4
"Anxiety Disorders",354.0,1952.0,268.0,5
"Depression",317.0,1952.0,230.0,6
"Depressive Disorder",287.0,1952.0,213.0,7
"Aphasia",206.0,1952.0,166.0,8
"Pellagra",188.0,1952.0,160.0,9
"Bipolar Disorder",183.0,1952.0,135.0,10
"Conversion Disorder",182.0,1952.0,145.0,11
"Dementia",134.0,1952.0,91.0,12
"Stuttering",114.0,1952.0,91.0,13
"Neurocirculatory Asthenia",107.0,1952.0,92.0,14
"Delirium",93.0,1952.0,72.0,15
"Obsessive-Compulsive Disorder",90.0,1952.0,54.0,16
"Psychoses, Substance-Induced",75.0,1952.0,40.0,17
"Combat Disorders",73.0,1952.0,62.0,18
"Amnesia",70.0,1952.0,59.0,19
"Agnosia",65.0,1952.0,39.0,20
"Alzheimer Disease",60.0,1952.0,50.0,21
"Conduct Disorder",59.0,1952.0,40.0,22
"Phobic Disorders",48.0,1952.0,40.0,23
"Somatoform Disorders",47.0,1952.0,30.0,24
"Dyslexia",47.0,1952.0,37.0,25
"Anorexia Nervosa",45.0,1952.0,36.0,26
"Sexual Dysfunctions, Psychological",43.0,1952.0,35.0,27
"Morphine Dependence",39.0,1952.0,25.0,28
"Stress Disorders, Post-Traumatic",35.0,1952.0,30.0,29
"Exhibitionism",33.0,1952.0,25.0,30
"Apraxias",32.0,1952.0,25.0,31
"Tay-Sachs Disease",31.0,1952.0,20.0,32
"Hypochondriasis",30.0,1952.0,23.0,33
"Psychoses, Alcoholic",28.0,1952.0,8.0,34
"Mutism",21.0,1952.0,18.0,35
"Depersonalization",21.0,1952.0,16.0,36
"Agraphia",18.0,1952.0,13.0,37
"Tic Disorders",16.0,1952.0,13.0,38
"Autistic Disorder",16.0,1952.0,12.0,39
"Opioid-Related Disorders",16.0,1952.0,11.0,40
"Masochism",15.0,1952.0,12.0,41
"Stereotypic Movement Disorder",15.0,1952.0,10.0,42
"Bruxism",13.0,1952.0,4.0,43
"Schizophrenia, Paranoid",11.0,1952.0,9.0,44
"Fetishism (Psychiatric)",10.0,1952.0,8.0,45
"Gambling",10.0,1952.0,8.0,46
"Gerstmann Syndrome",9.0,1952.0,7.0,47
"Trichotillomania",8.0,1952.0,7.0,48
"Amnesia, Retrograde",8.0,1952.0,3.0,49
"Schizotypal Personality Disorder",7.0,1952.0,4.0,50
"Bulimia",5.0,1952.0,3.0,51
"Cyclothymic Disorder",5.0,1952.0,4.0,52
"Dyscalculia",5.0,1952.0,4.0,53
"Marijuana Abuse",4.0,1952.0,2.0,54
"Transvestism",4.0,1952.0,3.0,55
"Tobacco Use Disorder",4.0,1952.0,3.0,56
"Amphetamine-Related Disorders",3.0,1952.0,1.0,57
"Bulimia Nervosa",2.0,1952.0,1.0,58
"Attention Deficit Disorder with Hyperactivity",2.0,1952.0,0.0,59
"Cocaine-Related Disorders",1.0,1952.0,0.0,60
"Sleep Bruxism",1.0,1952.0,0.0,61
"Postpoliomyelitis Syndrome",1.0,1952.0,0.0,62
"Schizoid Personality Disorder",1.0,1952.0,0.0,63
"Psychotic Disorders",2449.0,1953.0,2060.0,1
"Schizophrenia",1299.0,1953.0,1015.0,2
"Alcoholism",1241.0,1953.0,1016.0,3
"Personality Disorders",1097.0,1953.0,862.0,4
"Anxiety Disorders",471.0,1953.0,354.0,5
"Depression",395.0,1953.0,317.0,6
"Depressive Disorder",345.0,1953.0,287.0,7
"Aphasia",244.0,1953.0,206.0,8
"Conversion Disorder",232.0,1953.0,182.0,9
"Bipolar Disorder",224.0,1953.0,183.0,10
"Pellagra",207.0,1953.0,188.0,11
"Dementia",183.0,1953.0,134.0,12
"Obsessive-Compulsive Disorder",135.0,1953.0,90.0,13
"Stuttering",134.0,1953.0,114.0,14
"Neurocirculatory Asthenia",126.0,1953.0,107.0,15
"Delirium",108.0,1953.0,93.0,16
"Psychoses, Substance-Induced",107.0,1953.0,75.0,17
"Agnosia",88.0,1953.0,65.0,18
"Combat Disorders",85.0,1953.0,73.0,19
"Amnesia",82.0,1953.0,70.0,20
"Conduct Disorder",80.0,1953.0,59.0,21
"Alzheimer Disease",76.0,1953.0,60.0,22
"Somatoform Disorders",64.0,1953.0,47.0,23
"Psychoses, Alcoholic",61.0,1953.0,28.0,24
"Dyslexia",59.0,1953.0,47.0,25
"Anorexia Nervosa",54.0,1953.0,45.0,26
"Sexual Dysfunctions, Psychological",54.0,1953.0,43.0,27
"Phobic Disorders",53.0,1953.0,48.0,28
"Morphine Dependence",46.0,1953.0,39.0,29
"Apraxias",41.0,1953.0,32.0,30
"Tay-Sachs Disease",41.0,1953.0,31.0,31
"Exhibitionism",39.0,1953.0,33.0,32
"Stress Disorders, Post-Traumatic",39.0,1953.0,35.0,33
"Hypochondriasis",37.0,1953.0,30.0,34
"Depersonalization",26.0,1953.0,21.0,35
"Mutism",22.0,1953.0,21.0,36
"Agraphia",21.0,1953.0,18.0,37
"Masochism",20.0,1953.0,15.0,38
"Opioid-Related Disorders",20.0,1953.0,16.0,39
"Stereotypic Movement Disorder",20.0,1953.0,15.0,40
"Autistic Disorder",19.0,1953.0,16.0,41
"Schizophrenia, Paranoid",14.0,1953.0,11.0,42
"Fetishism (Psychiatric)",14.0,1953.0,10.0,43
"Gambling",12.0,1953.0,10.0,44
"Gerstmann Syndrome",10.0,1953.0,9.0,45
"Amnesia, Retrograde",9.0,1953.0,8.0,46
"Schizotypal Personality Disorder",8.0,1953.0,7.0,47
"Transvestism",8.0,1953.0,4.0,48
"Dyscalculia",7.0,1953.0,5.0,49
"Bulimia",6.0,1953.0,5.0,50
"Firesetting Behavior",6.0,1953.0,5.0,51
"Pica",6.0,1953.0,4.0,52
"Anomia",5.0,1953.0,2.0,53
"Tobacco Use Disorder",5.0,1953.0,4.0,54
"Histrionic Personality Disorder",4.0,1953.0,3.0,55
"Amphetamine-Related Disorders",4.0,1953.0,3.0,56
"Disruptive, Impulse Control, and Conduct Disorders",4.0,1953.0,3.0,57
"Premature Ejaculation",4.0,1953.0,3.0,58
"Disorders of Excessive Somnolence",4.0,1953.0,2.0,59
"Postpoliomyelitis Syndrome",3.0,1953.0,1.0,60
"Attention Deficit Disorder with Hyperactivity",3.0,1953.0,2.0,61
"Creutzfeldt-Jakob Syndrome",3.0,1953.0,2.0,62
"Dementia, Vascular",3.0,1953.0,2.0,63
"Agoraphobia",3.0,1953.0,2.0,64
"Dissociative Identity Disorder",3.0,1953.0,2.0,65
"Sadism",3.0,1953.0,2.0,66
"Compulsive Personality Disorder",1.0,1953.0,0.0,67
"Amnesia, Anterograde",1.0,1953.0,0.0,68
"Psychotic Disorders",2818.0,1954.0,2449.0,1
"Schizophrenia",1611.0,1954.0,1299.0,2
"Alcoholism",1445.0,1954.0,1241.0,3
"Personality Disorders",1308.0,1954.0,1097.0,4
"Anxiety Disorders",560.0,1954.0,471.0,5
"Depression",493.0,1954.0,395.0,6
"Depressive Disorder",432.0,1954.0,345.0,7
"Aphasia",291.0,1954.0,244.0,8
"Bipolar Disorder",269.0,1954.0,224.0,9
"Conversion Disorder",251.0,1954.0,232.0,10
"Dementia",233.0,1954.0,183.0,11
"Pellagra",223.0,1954.0,207.0,12
"Obsessive-Compulsive Disorder",177.0,1954.0,135.0,13
"Stuttering",156.0,1954.0,134.0,14
"Neurocirculatory Asthenia",147.0,1954.0,126.0,15
"Psychoses, Substance-Induced",146.0,1954.0,107.0,16
"Delirium",125.0,1954.0,108.0,17
"Agnosia",108.0,1954.0,88.0,18
"Alzheimer Disease",94.0,1954.0,76.0,19
"Psychoses, Alcoholic",91.0,1954.0,61.0,20
"Combat Disorders",91.0,1954.0,85.0,21
"Amnesia",88.0,1954.0,82.0,22
"Conduct Disorder",87.0,1954.0,80.0,23
"Somatoform Disorders",76.0,1954.0,64.0,24
"Dyslexia",67.0,1954.0,59.0,25
"Anorexia Nervosa",62.0,1954.0,54.0,26
"Sexual Dysfunctions, Psychological",61.0,1954.0,54.0,27
"Phobic Disorders",58.0,1954.0,53.0,28
"Morphine Dependence",56.0,1954.0,46.0,29
"Tay-Sachs Disease",55.0,1954.0,41.0,30
"Hypochondriasis",46.0,1954.0,37.0,31
"Apraxias",45.0,1954.0,41.0,32
"Stress Disorders, Post-Traumatic",45.0,1954.0,39.0,33
"Exhibitionism",44.0,1954.0,39.0,34
"Depersonalization",32.0,1954.0,26.0,35
"Mutism",27.0,1954.0,22.0,36
"Autistic Disorder",24.0,1954.0,19.0,37
"Agraphia",23.0,1954.0,21.0,38
"Opioid-Related Disorders",23.0,1954.0,20.0,39
"Masochism",22.0,1954.0,20.0,40
"Stereotypic Movement Disorder",21.0,1954.0,20.0,41
"Schizophrenia, Paranoid",17.0,1954.0,14.0,42
"Tic Disorders",17.0,1954.0,16.0,43
"Fetishism (Psychiatric)",17.0,1954.0,14.0,44
"Gambling",15.0,1954.0,12.0,45
"Transvestism",14.0,1954.0,8.0,46
"Bruxism",14.0,1954.0,13.0,47
"Gerstmann Syndrome",12.0,1954.0,10.0,48
"Schizotypal Personality Disorder",9.0,1954.0,8.0,49
"Dyscalculia",8.0,1954.0,7.0,50
"Bulimia",7.0,1954.0,6.0,51
"Disorders of Excessive Somnolence",7.0,1954.0,4.0,52
"Firesetting Behavior",7.0,1954.0,6.0,53
"Pica",7.0,1954.0,6.0,54
