name,value,year,lastValue,rank,color
"Acari",3.0,1945.0,0.0,60,"salmon"
"Taenia solium.",3.0,1945.0,0.0,61,"skyblue"
"Rubella",3.0,1945.0,0.0,62,"turquoise"
"HSV",3.0,1945.0,0.0,63,"turquoise"
"Actinomycetoma",3.0,1945.0,0.0,64,"darkorange"
"Newcastle disease virus",3.0,1945.0,0.0,65,"turquoise"
"Giardia lamblia",3.0,1945.0,0.0,66,"lightpink"
"Burkholderia",3.0,1945.0,0.0,67,"darkorange"
"Sporothrix",3.0,1945.0,0.0,68,"chocolate"
"Strongyloides",2.0,1945.0,0.0,69,"skyblue"
"Eurotiomycetes",2.0,1945.0,1.0,70,"chocolate"
"Balantidium coli",2.0,1945.0,0.0,71,"lightpink"
"Japanese encephalitis virus",2.0,1945.0,0.0,72,"turquoise"
"Cryptococcus",2.0,1945.0,0.0,73,"chocolate"
"Tick",2.0,1945.0,0.0,74,"salmon"
"Paragonimus",2.0,1945.0,0.0,75,"skyblue"
"Trypanosoma cruzi",1.0,1945.0,0.0,76,"lightpink"
"Rhinosporidium seeberi",1.0,1945.0,0.0,77,"chocolate"
"VEEV",1.0,1945.0,0.0,78,"turquoise"
"HPV",1.0,1945.0,0.0,79,"turquoise"
"Trichostrongylus",1.0,1945.0,0.0,80,"skyblue"
"TBEV",1.0,1945.0,0.0,81,"turquoise"
"Coccidioides",1.0,1945.0,0.0,82,"chocolate"
"Aspergillus",1.0,1945.0,0.0,83,"chocolate"
"Cystoisospora",1.0,1945.0,0.0,84,"lightpink"
"Pasteurella",1.0,1945.0,0.0,85,"darkorange"
"Listeria monocytogenes",1.0,1945.0,0.0,86,"darkorange"
"SLEV",1.0,1945.0,0.0,87,"turquoise"
"Dirofilaria",1.0,1945.0,0.0,88,"skyblue"
"Molluscum Contagiosum virus",1.0,1945.0,0.0,89,"turquoise"
"Gnathostoma",1.0,1945.0,0.0,90,"skyblue"
"Hantavirus",1.0,1945.0,0.0,91,"turquoise"
"Vaccinia virus",1.0,1945.0,0.0,92,"turquoise"
"WEEV",1.0,1945.0,0.0,93,"turquoise"
"Protozoan",1.0,1945.0,0.0,94,"lightpink"
"Plasmodium",842.0,1946.0,252.0,1,"lightpink"
"Salmonella enterica",336.0,1946.0,91.0,2,"darkorange"
"Treponema",305.0,1946.0,94.0,3,"darkorange"
"Poliovirus",284.0,1946.0,55.0,4,"turquoise"
"Streptococcus pyogenes",249.0,1946.0,66.0,5,"darkorange"
"Influenza virus",248.0,1946.0,61.0,6,"turquoise"
"Rickettsia",229.0,1946.0,72.0,7,"darkorange"
"Neisseria gonorrhoeae",228.0,1946.0,58.0,8,"darkorange"
"Mycobacterium leprae",212.0,1946.0,80.0,9,"darkorange"
"HAV",186.0,1946.0,36.0,10,"turquoise"
"Clostridium",183.0,1946.0,63.0,11,"darkorange"
"Schistosoma",151.0,1946.0,30.0,12,"skyblue"
"Brucella",146.0,1946.0,61.0,13,"darkorange"
"Entamoeba histolytica",144.0,1946.0,45.0,14,"lightpink"
"Leishmania",140.0,1946.0,71.0,15,"lightpink"
"Chlamydia",107.0,1946.0,32.0,16,"darkorange"
"Trypanosoma",92.0,1946.0,21.0,17,"lightpink"
"Shigella",82.0,1946.0,20.0,18,"darkorange"
"Filarial worms",78.0,1946.0,21.0,19,"skyblue"
"Echinococcus",77.0,1946.0,27.0,20,"skyblue"
"Orientia tsutsugamushi",73.0,1946.0,17.0,21,"darkorange"
"Varicella Zoster virus",65.0,1946.0,14.0,22,"turquoise"
"Borrelia",62.0,1946.0,31.0,23,"darkorange"
"Variola",60.0,1946.0,11.0,24,"turquoise"
"Vibrio cholerae",58.0,1946.0,20.0,25,"darkorange"
"Rabies virus",56.0,1946.0,21.0,26,"turquoise"
"Leptospira",55.0,1946.0,16.0,27,"darkorange"
"EBV",53.0,1946.0,16.0,28,"turquoise"
"Actinomyces",53.0,1946.0,12.0,29,"chocolate"
"Fusobacterium",50.0,1946.0,9.0,30,"darkorange"
"Sarcoptes scabiei",47.0,1946.0,22.0,31,"salmon"
"YFV",45.0,1946.0,16.0,32,"turquoise"
"Yersinia pestis",45.0,1946.0,14.0,33,"darkorange"
"Ancylostoma",38.0,1946.0,8.0,34,"skyblue"
"Bacillus anthracis",37.0,1946.0,10.0,35,"darkorange"
"Blastomyces dermatitidis",36.0,1946.0,11.0,36,"chocolate"
"Mumps virus",35.0,1946.0,5.0,37,"turquoise"
"Trichophyton",33.0,1946.0,6.0,38,"chocolate"
"Measles virus",33.0,1946.0,10.0,39,"turquoise"
"Klebsiella",32.0,1946.0,11.0,40,"darkorange"
"Ascaris",31.0,1946.0,15.0,41,"skyblue"
"Trichomonas vaginalis",30.0,1946.0,9.0,42,"lightpink"
"Erysipelothrix",30.0,1946.0,15.0,43,"darkorange"
"Rubella",29.0,1946.0,3.0,44,"turquoise"
"Haemophilus ducreyi",29.0,1946.0,7.0,45,"darkorange"
"Pediculus",28.0,1946.0,10.0,46,"salmon"
"Coccidioides",28.0,1946.0,1.0,47,"chocolate"
"DENV",25.0,1946.0,9.0,48,"turquoise"
"Coccidia",24.0,1946.0,6.0,49,"lightpink"
"Histoplasma capsulatum",23.0,1946.0,4.0,50,"chocolate"
"Babesia",23.0,1946.0,7.0,51,"lightpink"
"Fly larva",20.0,1946.0,6.0,52,"salmon"
"Enterobius vermicularis",19.0,1946.0,10.0,53,"skyblue"
"Candida",19.0,1946.0,5.0,54,"chocolate"
"Newcastle disease virus",18.0,1946.0,3.0,55,"turquoise"
"Toxoplasma",18.0,1946.0,4.0,56,"lightpink"
"Taenia solium.",16.0,1946.0,3.0,57,"skyblue"
"Onchocerca",16.0,1946.0,6.0,58,"skyblue"
"Trichinella",16.0,1946.0,5.0,59,"skyblue"
"Acari",14.0,1946.0,3.0,60,"salmon"
"Coxiella burnetii",14.0,1946.0,0.0,61,"darkorange"
"Cryptococcus",13.0,1946.0,2.0,62,"chocolate"
"Sporothrix",12.0,1946.0,3.0,63,"chocolate"
"HSV",11.0,1946.0,3.0,64,"turquoise"
"HPV",11.0,1946.0,1.0,65,"turquoise"
"Streptobacillus moniliformis or Spirillum minus",11.0,1946.0,5.0,66,"darkorange"
"Japanese encephalitis virus",10.0,1946.0,2.0,67,"turquoise"
"Phlebovirus",10.0,1946.0,4.0,68,"turquoise"
"Vaccinia virus",10.0,1946.0,1.0,69,"turquoise"
"Actinomycetoma",8.0,1946.0,3.0,70,"darkorange"
"WEEV",8.0,1946.0,1.0,71,"turquoise"
"Strongyloides",8.0,1946.0,2.0,72,"skyblue"
"Bartonella",8.0,1946.0,4.0,73,"darkorange"
"Giardia lamblia",7.0,1946.0,3.0,74,"lightpink"
"Trypanosoma cruzi",7.0,1946.0,1.0,75,"lightpink"
"Pinworms",7.0,1946.0,5.0,76,"skyblue"
"Eurotiomycetes",7.0,1946.0,2.0,77,"chocolate"
"Molluscum Contagiosum virus",6.0,1946.0,1.0,78,"turquoise"
"Tick",6.0,1946.0,2.0,79,"salmon"
"HBV",5.0,1946.0,0.0,80,"turquoise"
"Burkholderia",5.0,1946.0,3.0,81,"darkorange"
"Protozoan",5.0,1946.0,1.0,82,"lightpink"
"Aspergillus",5.0,1946.0,1.0,83,"chocolate"
"Pasteurella",5.0,1946.0,1.0,84,"darkorange"
"Paragonimus",5.0,1946.0,2.0,85,"skyblue"
"SLEV",4.0,1946.0,1.0,86,"turquoise"
"Coltivirus",4.0,1946.0,0.0,87,"turquoise"
"LCMV",4.0,1946.0,0.0,88,"turquoise"
"Rhinosporidium seeberi",4.0,1946.0,1.0,89,"chocolate"
"Corynebacterium",3.0,1946.0,0.0,90,"darkorange"
"Cowpox virus",3.0,1946.0,0.0,91,"turquoise"
"Cystoisospora",3.0,1946.0,1.0,92,"lightpink"
"Staphylococcus aureus",3.0,1946.0,0.0,93,"darkorange"
"Listeria monocytogenes",3.0,1946.0,1.0,94,"darkorange"
"Balantidium coli",3.0,1946.0,2.0,95,"lightpink"
"VEEV",3.0,1946.0,1.0,96,"turquoise"
"Hymenolepis",2.0,1946.0,0.0,97,"skyblue"
"Nocardial",1.0,1946.0,0.0,98,"darkorange"
"Theileria",1.0,1946.0,0.0,99,"lightpink"
"HHV",1.0,1946.0,0.0,100,"turquoise"
"Poxvirus",1.0,1946.0,0.0,101,"turquoise"
"Geotrichum candidum",1.0,1946.0,0.0,102,"chocolate"
"Trichuris trichiura",1.0,1946.0,0.0,103,"skyblue"
"Toxocara",1.0,1946.0,0.0,104,"skyblue"
"Setaria",1.0,1946.0,0.0,105,"skyblue"
"Necator",1.0,1946.0,0.0,106,"skyblue"
"Guinea worm",1.0,1946.0,0.0,107,"skyblue"
"Orf virus",1.0,1946.0,0.0,108,"turquoise"
"Clonorchis",1.0,1946.0,0.0,109,"skyblue"
"Eastern equine encephalitis virus",1.0,1946.0,0.0,110,"turquoise"
"LIV",1.0,1946.0,0.0,111,"turquoise"
"Plasmodium",1273.0,1947.0,842.0,1,"lightpink"
"Poliovirus",700.0,1947.0,284.0,2,"turquoise"
"Salmonella enterica",616.0,1947.0,336.0,3,"darkorange"
"Treponema",481.0,1947.0,305.0,4,"darkorange"
"Streptococcus pyogenes",429.0,1947.0,249.0,5,"darkorange"
"Influenza virus",417.0,1947.0,248.0,6,"turquoise"
"Neisseria gonorrhoeae",373.0,1947.0,228.0,7,"darkorange"
"Rickettsia",361.0,1947.0,229.0,8,"darkorange"
"Mycobacterium leprae",345.0,1947.0,212.0,9,"darkorange"
"HAV",328.0,1947.0,186.0,10,"turquoise"
"Clostridium",327.0,1947.0,183.0,11,"darkorange"
"Brucella",269.0,1947.0,146.0,12,"darkorange"
"Schistosoma",250.0,1947.0,151.0,13,"skyblue"
"Leishmania",246.0,1947.0,140.0,14,"lightpink"
"Entamoeba histolytica",246.0,1947.0,144.0,15,"lightpink"
"Chlamydia",194.0,1947.0,107.0,16,"darkorange"
"Trypanosoma",154.0,1947.0,92.0,17,"lightpink"
"Echinococcus",138.0,1947.0,77.0,18,"skyblue"
"Shigella",124.0,1947.0,82.0,19,"darkorange"
"Variola",119.0,1947.0,60.0,20,"turquoise"
"Vibrio cholerae",114.0,1947.0,58.0,21,"darkorange"
"Filarial worms",113.0,1947.0,78.0,22,"skyblue"
"Actinomyces",107.0,1947.0,53.0,23,"chocolate"
"Rabies virus",103.0,1947.0,56.0,24,"turquoise"
"Leptospira",101.0,1947.0,55.0,25,"darkorange"
"Varicella Zoster virus",99.0,1947.0,65.0,26,"turquoise"
"Orientia tsutsugamushi",94.0,1947.0,73.0,27,"darkorange"
"Borrelia",86.0,1947.0,62.0,28,"darkorange"
"EBV",85.0,1947.0,53.0,29,"turquoise"
"Fusobacterium",83.0,1947.0,50.0,30,"darkorange"
"Bacillus anthracis",80.0,1947.0,37.0,31,"darkorange"
"Yersinia pestis",78.0,1947.0,45.0,32,"darkorange"
"Sarcoptes scabiei",75.0,1947.0,47.0,33,"salmon"
"Measles virus",75.0,1947.0,33.0,34,"turquoise"
"Klebsiella",66.0,1947.0,32.0,35,"darkorange"
"YFV",62.0,1947.0,45.0,36,"turquoise"
"Trichomonas vaginalis",62.0,1947.0,30.0,37,"lightpink"
"Ascaris",61.0,1947.0,31.0,38,"skyblue"
"Trichophyton",58.0,1947.0,33.0,39,"chocolate"
"Blastomyces dermatitidis",56.0,1947.0,36.0,40,"chocolate"
"Rubella",56.0,1947.0,29.0,41,"turquoise"
"Mumps virus",55.0,1947.0,35.0,42,"turquoise"
"Coccidia",50.0,1947.0,24.0,43,"lightpink"
"Coccidioides",49.0,1947.0,28.0,44,"chocolate"
"Histoplasma capsulatum",46.0,1947.0,23.0,45,"chocolate"
"Ancylostoma",45.0,1947.0,38.0,46,"skyblue"
"Erysipelothrix",44.0,1947.0,30.0,47,"darkorange"
"Newcastle disease virus",42.0,1947.0,18.0,48,"turquoise"
"Babesia",41.0,1947.0,23.0,49,"lightpink"
"Fly larva",41.0,1947.0,20.0,50,"salmon"
"Trichinella",41.0,1947.0,16.0,51,"skyblue"
"Pediculus",40.0,1947.0,28.0,52,"salmon"
"Haemophilus ducreyi",37.0,1947.0,29.0,53,"darkorange"
"Acari",36.0,1947.0,14.0,54,"salmon"
"HSV",34.0,1947.0,11.0,55,"turquoise"
"Enterobius vermicularis",34.0,1947.0,19.0,56,"skyblue"
"Candida",32.0,1947.0,19.0,57,"chocolate"
"Coxiella burnetii",32.0,1947.0,14.0,58,"darkorange"
"Toxoplasma",31.0,1947.0,18.0,59,"lightpink"
"DENV",31.0,1947.0,25.0,60,"turquoise"
"Onchocerca",26.0,1947.0,16.0,61,"skyblue"
"Cryptococcus",26.0,1947.0,13.0,62,"chocolate"
"Sporothrix",23.0,1947.0,12.0,63,"chocolate"
"Japanese encephalitis virus",21.0,1947.0,10.0,64,"turquoise"
"HPV",20.0,1947.0,11.0,65,"turquoise"
"Taenia solium.",20.0,1947.0,16.0,66,"skyblue"
"Giardia lamblia",18.0,1947.0,7.0,67,"lightpink"
"Streptobacillus moniliformis or Spirillum minus",18.0,1947.0,11.0,68,"darkorange"
"HBV",17.0,1947.0,5.0,69,"turquoise"
"Pasteurella",16.0,1947.0,5.0,70,"darkorange"
"Phlebovirus",14.0,1947.0,10.0,71,"turquoise"
"Trypanosoma cruzi",14.0,1947.0,7.0,72,"lightpink"
"Actinomycetoma",14.0,1947.0,8.0,73,"darkorange"
"Vaccinia virus",12.0,1947.0,10.0,74,"turquoise"
"WEEV",12.0,1947.0,8.0,75,"turquoise"
"Coltivirus",11.0,1947.0,4.0,76,"turquoise"
"Bartonella",11.0,1947.0,8.0,77,"darkorange"
"Pinworms",11.0,1947.0,7.0,78,"skyblue"
"Burkholderia",11.0,1947.0,5.0,79,"darkorange"
"Staphylococcus aureus",10.0,1947.0,3.0,80,"darkorange"
"Protozoan",10.0,1947.0,5.0,81,"lightpink"
"Eurotiomycetes",10.0,1947.0,7.0,82,"chocolate"
"Listeria monocytogenes",9.0,1947.0,3.0,83,"darkorange"
"Strongyloides",9.0,1947.0,8.0,84,"skyblue"
"Corynebacterium",9.0,1947.0,3.0,85,"darkorange"
"SLEV",9.0,1947.0,4.0,86,"turquoise"
"Balantidium coli",9.0,1947.0,3.0,87,"lightpink"
"Tick",8.0,1947.0,6.0,88,"salmon"
"Aspergillus",8.0,1947.0,5.0,89,"chocolate"
"Molluscum Contagiosum virus",8.0,1947.0,6.0,90,"turquoise"
"HEV",8.0,1947.0,1.0,91,"turquoise"
"LCMV",7.0,1947.0,4.0,92,"turquoise"
"Paragonimus",7.0,1947.0,5.0,93,"skyblue"
"Theileria",6.0,1947.0,1.0,94,"lightpink"
"Rhinosporidium seeberi",6.0,1947.0,4.0,95,"chocolate"
"VEEV",4.0,1947.0,3.0,96,"turquoise"
"Cowpox virus",4.0,1947.0,3.0,97,"turquoise"
"Trichostrongylus",3.0,1947.0,1.0,98,"skyblue"
"Gnathostoma",3.0,1947.0,1.0,99,"skyblue"
"LIV",3.0,1947.0,1.0,100,"turquoise"
"Paracoccidioides brasiliensis",3.0,1947.0,0.0,101,"chocolate"
"Fasciola",3.0,1947.0,0.0,102,"skyblue"
"Orf virus",3.0,1947.0,1.0,103,"turquoise"
"Hymenolepis",3.0,1947.0,2.0,104,"skyblue"
"Dirofilaria",2.0,1947.0,1.0,105,"skyblue"
"HHV",2.0,1947.0,1.0,106,"turquoise"
"Trichuris trichiura",2.0,1947.0,1.0,107,"skyblue"
"Eastern equine encephalitis virus",2.0,1947.0,1.0,108,"turquoise"
"Poxvirus",2.0,1947.0,1.0,109,"turquoise"
"Anaplasmataceae",2.0,1947.0,0.0,110,"darkorange"
"Cochliomyia",1.0,1947.0,0.0,111,"salmon"
"HCV",1.0,1947.0,0.0,112,"turquoise"
"Actinobacillus",1.0,1947.0,0.0,113,"darkorange"
"Diphyllobothrium",1.0,1947.0,0.0,114,"skyblue"
"Enoplida",1.0,1947.0,0.0,115,"skyblue"
"Loa loa",1.0,1947.0,0.0,116,"skyblue"
"Bornavirus",1.0,1947.0,0.0,117,"turquoise"
"Ascaridia",1.0,1947.0,0.0,118,"skyblue"
"Plasmodium",1671.0,1948.0,1273.0,1,"lightpink"
"Poliovirus",1104.0,1948.0,700.0,2,"turquoise"
"Salmonella enterica",888.0,1948.0,616.0,3,"darkorange"
"Treponema",653.0,1948.0,481.0,4,"darkorange"
"Mycobacterium leprae",622.0,1948.0,345.0,5,"darkorange"
"Influenza virus",616.0,1948.0,417.0,6,"turquoise"
"Streptococcus pyogenes",587.0,1948.0,429.0,7,"darkorange"
"Neisseria gonorrhoeae",493.0,1948.0,373.0,8,"darkorange"
"Rickettsia",484.0,1948.0,361.0,9,"darkorange"
"HAV",463.0,1948.0,328.0,10,"turquoise"
"Clostridium",453.0,1948.0,327.0,11,"darkorange"
"Brucella",399.0,1948.0,269.0,12,"darkorange"
"Schistosoma",339.0,1948.0,250.0,13,"skyblue"
"Entamoeba histolytica",338.0,1948.0,246.0,14,"lightpink"
"Leishmania",330.0,1948.0,246.0,15,"lightpink"
"Chlamydia",270.0,1948.0,194.0,16,"darkorange"
"Echinococcus",212.0,1948.0,138.0,17,"skyblue"
"Trypanosoma",193.0,1948.0,154.0,18,"lightpink"
"Vibrio cholerae",189.0,1948.0,114.0,19,"darkorange"
"Variola",167.0,1948.0,119.0,20,"turquoise"
"Actinomyces",164.0,1948.0,107.0,21,"chocolate"
"Varicella Zoster virus",163.0,1948.0,99.0,22,"turquoise"
"Leptospira",160.0,1948.0,101.0,23,"darkorange"
"Shigella",159.0,1948.0,124.0,24,"darkorange"
"Filarial worms",158.0,1948.0,113.0,25,"skyblue"
"EBV",147.0,1948.0,85.0,26,"turquoise"
"Rabies virus",146.0,1948.0,103.0,27,"turquoise"
"Measles virus",134.0,1948.0,75.0,28,"turquoise"
"Yersinia pestis",115.0,1948.0,78.0,29,"darkorange"
"Sarcoptes scabiei",115.0,1948.0,75.0,30,"salmon"
"Klebsiella",111.0,1948.0,66.0,31,"darkorange"
"Ascaris",111.0,1948.0,61.0,32,"skyblue"
"Orientia tsutsugamushi",108.0,1948.0,94.0,33,"darkorange"
"Borrelia",107.0,1948.0,86.0,34,"darkorange"
"Bacillus anthracis",100.0,1948.0,80.0,35,"darkorange"
"Trichomonas vaginalis",93.0,1948.0,62.0,36,"lightpink"
"Histoplasma capsulatum",93.0,1948.0,46.0,37,"chocolate"
"Fusobacterium",87.0,1948.0,83.0,38,"darkorange"
"Mumps virus",84.0,1948.0,55.0,39,"turquoise"
"Rubella",82.0,1948.0,56.0,40,"turquoise"
"YFV",81.0,1948.0,62.0,41,"turquoise"
"Trichophyton",79.0,1948.0,58.0,42,"chocolate"
"Blastomyces dermatitidis",78.0,1948.0,56.0,43,"chocolate"
"Coccidioides",75.0,1948.0,49.0,44,"chocolate"
"Coxiella burnetii",73.0,1948.0,32.0,45,"darkorange"
"Toxoplasma",73.0,1948.0,31.0,46,"lightpink"
"Newcastle disease virus",64.0,1948.0,42.0,47,"turquoise"
"Coccidia",60.0,1948.0,50.0,48,"lightpink"
"Trichinella",59.0,1948.0,41.0,49,"skyblue"
"Ancylostoma",52.0,1948.0,45.0,50,"skyblue"
"Pediculus",50.0,1948.0,40.0,51,"salmon"
"Candida",49.0,1948.0,32.0,52,"chocolate"
"Fly larva",49.0,1948.0,41.0,53,"salmon"
"Erysipelothrix",49.0,1948.0,44.0,54,"darkorange"
"DENV",47.0,1948.0,31.0,55,"turquoise"
"HSV",46.0,1948.0,34.0,56,"turquoise"
"Haemophilus ducreyi",45.0,1948.0,37.0,57,"darkorange"
"Acari",44.0,1948.0,36.0,58,"salmon"
"Enterobius vermicularis",43.0,1948.0,34.0,59,"skyblue"
"Babesia",42.0,1948.0,41.0,60,"lightpink"
"Cryptococcus",39.0,1948.0,26.0,61,"chocolate"
"Onchocerca",38.0,1948.0,26.0,62,"skyblue"
"HPV",36.0,1948.0,20.0,63,"turquoise"
"Vaccinia virus",31.0,1948.0,12.0,64,"turquoise"
"Taenia solium.",29.0,1948.0,20.0,65,"skyblue"
"Giardia lamblia",29.0,1948.0,18.0,66,"lightpink"
"Japanese encephalitis virus",28.0,1948.0,21.0,67,"turquoise"
"HBV",27.0,1948.0,17.0,68,"turquoise"
"Sporothrix",25.0,1948.0,23.0,69,"chocolate"
"Streptobacillus moniliformis or Spirillum minus",24.0,1948.0,18.0,70,"darkorange"
"Trypanosoma cruzi",21.0,1948.0,14.0,71,"lightpink"
"Pasteurella",21.0,1948.0,16.0,72,"darkorange"
"Actinomycetoma",21.0,1948.0,14.0,73,"darkorange"
"Phlebovirus",19.0,1948.0,14.0,74,"turquoise"
"Pinworms",19.0,1948.0,11.0,75,"skyblue"
"Bartonella",19.0,1948.0,11.0,76,"darkorange"
"LCMV",17.0,1948.0,7.0,77,"turquoise"
"WEEV",17.0,1948.0,12.0,78,"turquoise"
"Burkholderia",17.0,1948.0,11.0,79,"darkorange"
"Staphylococcus aureus",16.0,1948.0,10.0,80,"darkorange"
"Protozoan",14.0,1948.0,10.0,81,"lightpink"
"Balantidium coli",13.0,1948.0,9.0,82,"lightpink"
"Eurotiomycetes",13.0,1948.0,10.0,83,"chocolate"
"Strongyloides",12.0,1948.0,9.0,84,"skyblue"
"Molluscum Contagiosum virus",12.0,1948.0,8.0,85,"turquoise"
"SLEV",12.0,1948.0,9.0,86,"turquoise"
"Coltivirus",12.0,1948.0,11.0,87,"turquoise"
"Aspergillus",12.0,1948.0,8.0,88,"chocolate"
"Fasciola",11.0,1948.0,3.0,89,"skyblue"
"Listeria monocytogenes",10.0,1948.0,9.0,90,"darkorange"
"Rhinosporidium seeberi",10.0,1948.0,6.0,91,"chocolate"
"Tick",9.0,1948.0,8.0,92,"salmon"
"Paracoccidioides brasiliensis",9.0,1948.0,3.0,93,"chocolate"
"Paragonimus",8.0,1948.0,7.0,94,"skyblue"
"Theileria",7.0,1948.0,6.0,95,"lightpink"
"Cowpox virus",6.0,1948.0,4.0,96,"turquoise"
"Orf virus",5.0,1948.0,3.0,97,"turquoise"
"Cystoisospora",4.0,1948.0,3.0,98,"lightpink"
"LIV",4.0,1948.0,3.0,99,"turquoise"
"Eastern equine encephalitis virus",3.0,1948.0,2.0,100,"turquoise"
"Poxvirus",3.0,1948.0,2.0,101,"turquoise"
"Nocardial",3.0,1948.0,1.0,102,"darkorange"
"Dirofilaria",3.0,1948.0,2.0,103,"skyblue"
"Trichuris trichiura",3.0,1948.0,2.0,104,"skyblue"
"Actinobacillus",2.0,1948.0,1.0,105,"darkorange"
"Guinea worm",2.0,1948.0,1.0,106,"skyblue"
"TBEV",2.0,1948.0,1.0,107,"turquoise"
"Loa loa",2.0,1948.0,1.0,108,"skyblue"
"Trombiculidae",2.0,1948.0,0.0,109,"salmon"
"Diphyllobothrium",2.0,1948.0,1.0,110,"skyblue"
"Dicrocoelium",1.0,1948.0,0.0,111,"skyblue"
"Mansonella",1.0,1948.0,0.0,112,"skyblue"
"Tunga penetrans",1.0,1948.0,0.0,113,"salmon"
"Plasmodium",1993.0,1949.0,1671.0,1,"lightpink"
"Poliovirus",1430.0,1949.0,1104.0,2,"turquoise"
