name,value,year,lastValue,rank
"Food Hypersensitivity",16.0,1946.0,3.0,59
"Gout",15.0,1946.0,1.0,60
"Tonsillitis",14.0,1946.0,1.0,61
"Otitis",14.0,1946.0,13.0,62
"Thrombocytopenic Purpura",14.0,1946.0,1.0,63
"Mediastinitis",13.0,1946.0,9.0,64
"Gastroenteritis",13.0,1946.0,2.0,65
"Osteoarthritis",12.0,1946.0,5.0,66
"Spondylitis",12.0,1946.0,2.0,67
"Uveitis",11.0,1946.0,0,68
"Pyelonephritis",10.0,1946.0,2.0,69
"Bronchitis",10.0,1946.0,5.0,70
"Panniculitis",7.0,1946.0,1.0,71
"Neutropenia",5.0,1946.0,2.0,72
"Pulmonary Fibrosis",4.0,1946.0,1.0,73
"Ludwig's Angina",3.0,1946.0,1.0,74
"Labyrinthitis",3.0,1946.0,0,75
"Sjogren's Syndrome",3.0,1946.0,1.0,76
"Vasculitis",2.0,1946.0,1.0,77
"Epiglottitis",1.0,1946.0,0,78
"Diabetes Mellitus Type 1",1.0,1946.0,0,79
"Arthritis",314.0,1947.0,282.0,1
"Anaphylaxis",250.0,1947.0,243.0,2
"Meningitis",229.0,1947.0,190.0,3
"Rheumatic Fever",180.0,1947.0,183.0,4
"Dermatitis",160.0,1947.0,182.0,5
"Ulcer",153.0,1947.0,143.0,6
"Asthma",144.0,1947.0,104.0,7
"Osteomyelitis",126.0,1947.0,126.0,8
"Appendicitis",120.0,1947.0,93.0,9
"Endocarditis",114.0,1947.0,148.0,10
"Encephalitis",101.0,1947.0,66.0,11
"Sepsis",91.0,1947.0,114.0,12
"Nephritis",84.0,1947.0,70.0,13
"Anemia Pernicious",81.0,1947.0,53.0,14
"Hepatitis",80.0,1947.0,60.0,15
"Colitis",80.0,1947.0,57.0,16
"Rhinitis",77.0,1947.0,74.0,17
"Peritonitis",73.0,1947.0,53.0,18
"Neuritis",72.0,1947.0,60.0,19
"Scleroderma",70.0,1947.0,91.0,20
"Pneumoconiosis",68.0,1947.0,72.0,21
"Sarcoidosis",66.0,1947.0,70.0,22
"Otosclerosis",55.0,1947.0,40.0,23
"Celiac Disease",53.0,1947.0,41.0,24
"Myocarditis",51.0,1947.0,28.0,25
"Graves Disease",49.0,1947.0,43.0,26
"Stomatitis",47.0,1947.0,39.0,27
"Pemphigus",46.0,1947.0,54.0,28
"Pancreatitis",46.0,1947.0,30.0,29
"Gingivitis",44.0,1947.0,45.0,30
"Endometriosis",41.0,1947.0,46.0,31
"Psoriasis",41.0,1947.0,39.0,32
"Mastoiditis",41.0,1947.0,22.0,33
"Urticaria",40.0,1947.0,48.0,34
"Thrombophlebitis",40.0,1947.0,37.0,35
"Pericarditis",38.0,1947.0,41.0,36
"Glomerulonephritis",38.0,1947.0,27.0,37
"Osteitis",37.0,1947.0,45.0,38
"Mastitis",36.0,1947.0,24.0,39
"Polyarteritis Nodosa",35.0,1947.0,38.0,40
"Lichen Planus",35.0,1947.0,54.0,41
"Multiple Sclerosis",34.0,1947.0,25.0,42
"Encephalomyelitis",34.0,1947.0,42.0,43
"Sinusitis",32.0,1947.0,21.0,44
"Gastroenteritis",32.0,1947.0,13.0,45
"Parotitis",31.0,1947.0,47.0,46
"Addison Disease",31.0,1947.0,16.0,47
"Myasthenia Gravis",30.0,1947.0,27.0,48
"Thromboangiitis Obliterans",28.0,1947.0,24.0,49
"Phlebitis",25.0,1947.0,23.0,50
"Endophthalmitis",25.0,1947.0,39.0,51
"Spondylitis",23.0,1947.0,12.0,52
"Bronchitis",22.0,1947.0,10.0,53
"Crohn Disease",22.0,1947.0,17.0,54
"Conjunctivitis",21.0,1947.0,36.0,55
"Pharyngitis",21.0,1947.0,20.0,56
"Pyelonephritis",21.0,1947.0,10.0,57
"Gastritis",21.0,1947.0,21.0,58
"Disorders of Sex Development",19.0,1947.0,24.0,59
"Cholecystitis",19.0,1947.0,19.0,60
"Thrombocytopenic Purpura",17.0,1947.0,14.0,61
"Osteoarthritis",17.0,1947.0,12.0,62
"Food Hypersensitivity",16.0,1947.0,16.0,63
"Cellulitis",14.0,1947.0,21.0,64
"Gout",14.0,1947.0,15.0,65
"Uveitis",14.0,1947.0,11.0,66
"Mediastinitis",13.0,1947.0,13.0,67
"Otitis",13.0,1947.0,14.0,68
"Periodontitis",9.0,1947.0,21.0,69
"Ludwig's Angina",8.0,1947.0,3.0,70
"Pulmonary Fibrosis",7.0,1947.0,4.0,71
"Tonsillitis",5.0,1947.0,14.0,72
"Neutropenia",5.0,1947.0,5.0,73
"Panniculitis",4.0,1947.0,7.0,74
"Diabetes Mellitus Type 1",3.0,1947.0,1.0,75
"Sjogren's Syndrome",3.0,1947.0,3.0,76
"Vasculitis",2.0,1947.0,2.0,77
"Epiglottitis",1.0,1947.0,1.0,78
"Labyrinthitis",1.0,1947.0,3.0,79
"Anaphylaxis",358.0,1948.0,250.0,1
"Arthritis",317.0,1948.0,314.0,2
"Meningitis",258.0,1948.0,229.0,3
"Dermatitis",207.0,1948.0,160.0,4
"Ulcer",196.0,1948.0,153.0,5
"Asthma",170.0,1948.0,144.0,6
"Rheumatic Fever",158.0,1948.0,180.0,7
"Hepatitis",133.0,1948.0,80.0,8
"Colitis",119.0,1948.0,80.0,9
"Osteomyelitis",113.0,1948.0,126.0,10
"Appendicitis",112.0,1948.0,120.0,11
"Sarcoidosis",106.0,1948.0,66.0,12
"Endocarditis",105.0,1948.0,114.0,13
"Anemia Pernicious",102.0,1948.0,81.0,14
"Encephalitis",100.0,1948.0,101.0,15
"Nephritis",95.0,1948.0,84.0,16
"Sepsis",86.0,1948.0,91.0,17
"Scleroderma",80.0,1948.0,70.0,18
"Neuritis",73.0,1948.0,72.0,19
"Peritonitis",71.0,1948.0,73.0,20
"Pneumoconiosis",68.0,1948.0,68.0,21
"Pemphigus",65.0,1948.0,46.0,22
"Rhinitis",57.0,1948.0,77.0,23
"Pancreatitis",56.0,1948.0,46.0,24
"Endometriosis",56.0,1948.0,41.0,25
"Glomerulonephritis",54.0,1948.0,38.0,26
"Addison Disease",53.0,1948.0,31.0,27
"Celiac Disease",50.0,1948.0,53.0,28
"Graves Disease",50.0,1948.0,49.0,29
"Multiple Sclerosis",49.0,1948.0,34.0,30
"Osteitis",48.0,1948.0,37.0,31
"Pericarditis",47.0,1948.0,38.0,32
"Psoriasis",46.0,1948.0,41.0,33
"Phlebitis",46.0,1948.0,25.0,34
"Polyarteritis Nodosa",45.0,1948.0,35.0,35
"Otosclerosis",45.0,1948.0,55.0,36
"Urticaria",43.0,1948.0,40.0,37
"Myocarditis",41.0,1948.0,51.0,38
"Gastroenteritis",40.0,1948.0,32.0,39
"Parotitis",40.0,1948.0,31.0,40
"Stomatitis",40.0,1948.0,47.0,41
"Spondylitis",39.0,1948.0,23.0,42
"Encephalomyelitis",38.0,1948.0,34.0,43
"Thrombophlebitis",38.0,1948.0,40.0,44
"Cholecystitis",37.0,1948.0,19.0,45
"Periodontitis",36.0,1948.0,9.0,46
"Otitis",36.0,1948.0,13.0,47
"Thrombocytopenic Purpura",34.0,1948.0,17.0,48
"Bronchitis",34.0,1948.0,22.0,49
"Myasthenia Gravis",33.0,1948.0,30.0,50
"Sinusitis",31.0,1948.0,32.0,51
"Osteoarthritis",31.0,1948.0,17.0,52
"Gingivitis",30.0,1948.0,44.0,53
"Mastoiditis",29.0,1948.0,41.0,54
"Crohn Disease",28.0,1948.0,22.0,55
"Gastritis",28.0,1948.0,21.0,56
"Endophthalmitis",28.0,1948.0,25.0,57
"Cellulitis",27.0,1948.0,14.0,58
"Lichen Planus",26.0,1948.0,35.0,59
"Disorders of Sex Development",25.0,1948.0,19.0,60
"Food Hypersensitivity",20.0,1948.0,16.0,61
"Thromboangiitis Obliterans",20.0,1948.0,28.0,62
"Gout",20.0,1948.0,14.0,63
"Mastitis",20.0,1948.0,36.0,64
"Conjunctivitis",17.0,1948.0,21.0,65
"Uveitis",15.0,1948.0,14.0,66
"Mediastinitis",15.0,1948.0,13.0,67
"Tonsillitis",14.0,1948.0,5.0,68
"Pyelonephritis",13.0,1948.0,21.0,69
"Sjogren's Syndrome",13.0,1948.0,3.0,70
"Pharyngitis",11.0,1948.0,21.0,71
"Pulmonary Fibrosis",8.0,1948.0,7.0,72
"Neutropenia",7.0,1948.0,5.0,73
"Panniculitis",5.0,1948.0,4.0,74
"Diabetes Mellitus Type 1",4.0,1948.0,3.0,75
"Ludwig's Angina",3.0,1948.0,8.0,76
"Vasculitis",2.0,1948.0,2.0,77
"Epiglottitis",1.0,1948.0,1.0,78
"Inflammatory Bowel Diseases",1.0,1948.0,0,79
"Labyrinthitis",1.0,1948.0,1.0,80
"Arthritis",385.0,1949.0,317.0,1
"Anaphylaxis",345.0,1949.0,358.0,2
"Meningitis",197.0,1949.0,258.0,3
"Asthma",183.0,1949.0,170.0,4
"Dermatitis",180.0,1949.0,207.0,5
"Ulcer",162.0,1949.0,196.0,6
"Rheumatic Fever",161.0,1949.0,158.0,7
"Hepatitis",126.0,1949.0,133.0,8
"Encephalitis",126.0,1949.0,100.0,9
"Anemia Pernicious",122.0,1949.0,102.0,10
"Endocarditis",122.0,1949.0,105.0,11
"Pneumoconiosis",115.0,1949.0,68.0,12
"Appendicitis",109.0,1949.0,112.0,13
"Colitis",108.0,1949.0,119.0,14
"Nephritis",92.0,1949.0,95.0,15
"Osteomyelitis",83.0,1949.0,113.0,16
"Peritonitis",81.0,1949.0,71.0,17
"Neuritis",80.0,1949.0,73.0,18
"Sarcoidosis",78.0,1949.0,106.0,19
"Endometriosis",73.0,1949.0,56.0,20
"Pancreatitis",69.0,1949.0,56.0,21
"Sepsis",63.0,1949.0,86.0,22
"Scleroderma",63.0,1949.0,80.0,23
"Celiac Disease",60.0,1949.0,50.0,24
"Rhinitis",56.0,1949.0,57.0,25
"Phlebitis",53.0,1949.0,46.0,26
"Pemphigus",53.0,1949.0,65.0,27
"Encephalomyelitis",50.0,1949.0,38.0,28
"Myasthenia Gravis",49.0,1949.0,33.0,29
"Otosclerosis",49.0,1949.0,45.0,30
"Parotitis",48.0,1949.0,40.0,31
"Multiple Sclerosis",47.0,1949.0,49.0,32
"Thrombophlebitis",46.0,1949.0,38.0,33
"Osteitis",44.0,1949.0,48.0,34
"Crohn Disease",43.0,1949.0,28.0,35
"Polyarteritis Nodosa",41.0,1949.0,45.0,36
"Graves Disease",41.0,1949.0,50.0,37
"Osteoarthritis",40.0,1949.0,31.0,38
"Psoriasis",39.0,1949.0,46.0,39
"Pericarditis",39.0,1949.0,47.0,40
"Urticaria",38.0,1949.0,43.0,41
"Glomerulonephritis",35.0,1949.0,54.0,42
"Sinusitis",34.0,1949.0,31.0,43
"Stomatitis",33.0,1949.0,40.0,44
"Addison Disease",33.0,1949.0,53.0,45
"Thromboangiitis Obliterans",28.0,1949.0,20.0,46
"Gastritis",28.0,1949.0,28.0,47
"Myocarditis",27.0,1949.0,41.0,48
"Gout",27.0,1949.0,20.0,49
"Spondylitis",26.0,1949.0,39.0,50
"Endophthalmitis",25.0,1949.0,28.0,51
"Bronchitis",22.0,1949.0,34.0,52
"Disorders of Sex Development",22.0,1949.0,25.0,53
"Thrombocytopenic Purpura",22.0,1949.0,34.0,54
"Cholecystitis",22.0,1949.0,37.0,55
"Conjunctivitis",22.0,1949.0,17.0,56
"Mastoiditis",22.0,1949.0,29.0,57
"Food Hypersensitivity",19.0,1949.0,20.0,58
"Gastroenteritis",19.0,1949.0,40.0,59
"Gingivitis",18.0,1949.0,30.0,60
"Lichen Planus",18.0,1949.0,26.0,61
"Periodontitis",18.0,1949.0,36.0,62
"Mastitis",16.0,1949.0,20.0,63
"Cellulitis",14.0,1949.0,27.0,64
"Uveitis",14.0,1949.0,15.0,65
"Pyelonephritis",13.0,1949.0,13.0,66
"Tonsillitis",12.0,1949.0,14.0,67
"Otitis",11.0,1949.0,36.0,68
"Pulmonary Fibrosis",11.0,1949.0,8.0,69
"Mediastinitis",10.0,1949.0,15.0,70
"Sjogren's Syndrome",9.0,1949.0,13.0,71
"Neutropenia",9.0,1949.0,7.0,72
"Panniculitis",8.0,1949.0,5.0,73
"Pharyngitis",7.0,1949.0,11.0,74
"Ludwig's Angina",6.0,1949.0,3.0,75
"Diabetes Mellitus Type 1",4.0,1949.0,4.0,76
"Vasculitis",3.0,1949.0,2.0,77
"Labyrinthitis",3.0,1949.0,1.0,78
"Epiglottitis",1.0,1949.0,1.0,79
"Arthritis",926.0,1950.0,385.0,1
"Meningitis",410.0,1950.0,197.0,2
"Anaphylaxis",351.0,1950.0,345.0,3
"Dermatitis",309.0,1950.0,180.0,4
"Hepatitis",287.0,1950.0,126.0,5
"Asthma",255.0,1950.0,183.0,6
"Rheumatic Fever",254.0,1950.0,161.0,7
"Colitis",247.0,1950.0,108.0,8
"Ulcer",221.0,1950.0,162.0,9
"Encephalitis",209.0,1950.0,126.0,10
"Pneumoconiosis",187.0,1950.0,115.0,11
"Anemia Pernicious",181.0,1950.0,122.0,12
"Appendicitis",153.0,1950.0,109.0,13
"Nephritis",151.0,1950.0,92.0,14
"Endocarditis",146.0,1950.0,122.0,15
"Multiple Sclerosis",123.0,1950.0,47.0,16
"Sarcoidosis",119.0,1950.0,78.0,17
"Sepsis",108.0,1950.0,63.0,18
"Scleroderma",107.0,1950.0,63.0,19
"Osteomyelitis",103.0,1950.0,83.0,20
"Pancreatitis",103.0,1950.0,69.0,21
"Peritonitis",100.0,1950.0,81.0,22
"Osteitis",94.0,1950.0,44.0,23
"Neuritis",92.0,1950.0,80.0,24
"Thrombophlebitis",90.0,1950.0,46.0,25
"Rhinitis",79.0,1950.0,56.0,26
"Graves Disease",79.0,1950.0,41.0,27
"Osteoarthritis",78.0,1950.0,40.0,28
"Psoriasis",77.0,1950.0,39.0,29
"Thromboangiitis Obliterans",75.0,1950.0,28.0,30
"Sinusitis",75.0,1950.0,34.0,31
"Phlebitis",72.0,1950.0,53.0,32
"Pemphigus",71.0,1950.0,53.0,33
"Pericarditis",71.0,1950.0,39.0,34
"Encephalomyelitis",64.0,1950.0,50.0,35
"Glomerulonephritis",63.0,1950.0,35.0,36
"Parotitis",63.0,1950.0,48.0,37
"Myocarditis",62.0,1950.0,27.0,38
"Cholecystitis",61.0,1950.0,22.0,39
"Thrombocytopenic Purpura",61.0,1950.0,22.0,40
"Addison Disease",60.0,1950.0,33.0,41
"Celiac Disease",58.0,1950.0,60.0,42
"Otosclerosis",57.0,1950.0,49.0,43
"Endometriosis",56.0,1950.0,73.0,44
"Polyarteritis Nodosa",56.0,1950.0,41.0,45
"Mastitis",54.0,1950.0,16.0,46
"Spondylitis",52.0,1950.0,26.0,47
"Gastritis",51.0,1950.0,28.0,48
"Gout",48.0,1950.0,27.0,49
"Stomatitis",45.0,1950.0,33.0,50
"Conjunctivitis",44.0,1950.0,22.0,51
"Myasthenia Gravis",44.0,1950.0,49.0,52
"Bronchitis",43.0,1950.0,22.0,53
"Crohn Disease",42.0,1950.0,43.0,54
"Urticaria",41.0,1950.0,38.0,55
"Cellulitis",39.0,1950.0,14.0,56
"Gastroenteritis",37.0,1950.0,19.0,57
"Mastoiditis",37.0,1950.0,22.0,58
"Disorders of Sex Development",36.0,1950.0,22.0,59
"Gingivitis",35.0,1950.0,18.0,60
"Tonsillitis",31.0,1950.0,12.0,61
"Endophthalmitis",30.0,1950.0,25.0,62
"Otitis",28.0,1950.0,11.0,63
"Pyelonephritis",28.0,1950.0,13.0,64
"Periodontitis",27.0,1950.0,18.0,65
"Uveitis",23.0,1950.0,14.0,66
"Lichen Planus",20.0,1950.0,18.0,67
"Food Hypersensitivity",18.0,1950.0,19.0,68
"Sjogren's Syndrome",16.0,1950.0,9.0,69
"Mediastinitis",14.0,1950.0,10.0,70
"Pulmonary Fibrosis",10.0,1950.0,11.0,71
"Panniculitis",10.0,1950.0,8.0,72
"Neutropenia",9.0,1950.0,9.0,73
"Vasculitis",8.0,1950.0,3.0,74
"Ludwig's Angina",6.0,1950.0,6.0,75
"Diabetes Mellitus Type 1",5.0,1950.0,4.0,76
"Labyrinthitis",4.0,1950.0,3.0,77
"Pharyngitis",3.0,1950.0,7.0,78
"Arthritis",1294.0,1951.0,926.0,1
"Meningitis",408.0,1951.0,410.0,2
"Dermatitis",366.0,1951.0,309.0,3
"Asthma",333.0,1951.0,255.0,4
"Colitis",301.0,1951.0,247.0,5
"Ulcer",292.0,1951.0,221.0,6
"Hepatitis",292.0,1951.0,287.0,7
"Rheumatic Fever",272.0,1951.0,254.0,8
"Anemia Pernicious",198.0,1951.0,181.0,9
"Encephalitis",174.0,1951.0,209.0,10
"Endocarditis",173.0,1951.0,146.0,11
"Sepsis",150.0,1951.0,108.0,12
"Appendicitis",147.0,1951.0,153.0,13
"Sarcoidosis",134.0,1951.0,119.0,14
"Pneumoconiosis",130.0,1951.0,187.0,15
"Nephritis",130.0,1951.0,151.0,16
"Multiple Sclerosis",128.0,1951.0,123.0,17
"Osteomyelitis",122.0,1951.0,103.0,18
"Psoriasis",122.0,1951.0,77.0,19
"Scleroderma",122.0,1951.0,107.0,20
"Rhinitis",121.0,1951.0,79.0,21
"Thrombophlebitis",116.0,1951.0,90.0,22
"Glomerulonephritis",116.0,1951.0,63.0,23
"Pericarditis",114.0,1951.0,71.0,24
"Osteitis",109.0,1951.0,94.0,25
"Spondylitis",108.0,1951.0,52.0,26
"Pancreatitis",98.0,1951.0,103.0,27
"Peritonitis",93.0,1951.0,100.0,28
"Pemphigus",91.0,1951.0,71.0,29
"Thrombocytopenic Purpura",84.0,1951.0,61.0,30
"Polyarteritis Nodosa",83.0,1951.0,56.0,31
"Bronchitis",81.0,1951.0,43.0,32
"Osteoarthritis",81.0,1951.0,78.0,33
"Endometriosis",78.0,1951.0,56.0,34
"Cholecystitis",75.0,1951.0,61.0,35
"Phlebitis",72.0,1951.0,72.0,36
"Myocarditis",70.0,1951.0,62.0,37
"Encephalomyelitis",69.0,1951.0,64.0,38
"Graves Disease",67.0,1951.0,79.0,39
"Tonsillitis",64.0,1951.0,31.0,40
"Myasthenia Gravis",64.0,1951.0,44.0,41
"Sinusitis",63.0,1951.0,75.0,42
"Addison Disease",63.0,1951.0,60.0,43
"Mastitis",63.0,1951.0,54.0,44
"Thromboangiitis Obliterans",59.0,1951.0,75.0,45
"Neuritis",59.0,1951.0,92.0,46
"Gout",58.0,1951.0,48.0,47
"Gastritis",58.0,1951.0,51.0,48
"Conjunctivitis",56.0,1951.0,44.0,49
"Parotitis",54.0,1951.0,63.0,50
"Celiac Disease",51.0,1951.0,58.0,51
"Anaphylaxis",50.0,1951.0,351.0,52
"Urticaria",49.0,1951.0,41.0,53
"Otosclerosis",48.0,1951.0,57.0,54
"Stomatitis",48.0,1951.0,45.0,55
"Gastroenteritis",47.0,1951.0,37.0,56
"Disorders of Sex Development",46.0,1951.0,36.0,57
"Otitis",44.0,1951.0,28.0,58
"Crohn Disease",43.0,1951.0,42.0,59
"Gingivitis",42.0,1951.0,35.0,60
"Lichen Planus",42.0,1951.0,20.0,61
"Endophthalmitis",39.0,1951.0,30.0,62
"Cellulitis",37.0,1951.0,39.0,63
"Pyelonephritis",34.0,1951.0,28.0,64
"Mastoiditis",31.0,1951.0,37.0,65
"Uveitis",26.0,1951.0,23.0,66
"Sjogren's Syndrome",22.0,1951.0,16.0,67
"Mediastinitis",19.0,1951.0,14.0,68
"Food Hypersensitivity",19.0,1951.0,18.0,69
"Panniculitis",15.0,1951.0,10.0,70
"Periodontitis",14.0,1951.0,27.0,71
"Diabetes Mellitus Type 1",14.0,1951.0,5.0,72
"Pulmonary Fibrosis",14.0,1951.0,10.0,73
"Neutropenia",10.0,1951.0,9.0,74
"Vasculitis",10.0,1951.0,8.0,75
"Pharyngitis",6.0,1951.0,3.0,76
"Labyrinthitis",5.0,1951.0,4.0,77
"Ludwig's Angina",4.0,1951.0,6.0,78
"Arthritis",1094.0,1952.0,1294.0,1
"Dermatitis",470.0,1952.0,366.0,2
"Asthma",399.0,1952.0,333.0,3
"Ulcer",296.0,1952.0,292.0,4
"Hepatitis",283.0,1952.0,292.0,5
"Colitis",246.0,1952.0,301.0,6
"Meningitis",242.0,1952.0,408.0,7
"Encephalitis",212.0,1952.0,174.0,8
"Rheumatic Fever",212.0,1952.0,272.0,9
"Spondylitis",196.0,1952.0,108.0,10
"Endocarditis",181.0,1952.0,173.0,11
"Anemia Pernicious",151.0,1952.0,198.0,12
"Appendicitis",150.0,1952.0,147.0,13
"Pancreatitis",147.0,1952.0,98.0,14
"Sarcoidosis",145.0,1952.0,134.0,15
"Nephritis",118.0,1952.0,130.0,16
"Osteomyelitis",118.0,1952.0,122.0,17
"Pericarditis",112.0,1952.0,114.0,18
"Peritonitis",109.0,1952.0,93.0,19
"Thrombocytopenic Purpura",108.0,1952.0,84.0,20
"Osteoarthritis",103.0,1952.0,81.0,21
"Sepsis",103.0,1952.0,150.0,22
"Thrombophlebitis",102.0,1952.0,116.0,23
"Scleroderma",102.0,1952.0,122.0,24
"Multiple Sclerosis",101.0,1952.0,128.0,25
"Glomerulonephritis",96.0,1952.0,116.0,26
